no	start_time	end_time	speaker	value
1	0	4.0273125	<B>	来我不叫你画也不叫你写那你讲好吧？
2	4.0273125	7.511	<A>	来看到这幅图，(你)/你看这幅里面&啊
3	7.511	7.877125	<NOISE>	<NOISE>
4	7.877125	14.323125	<A>	来告诉我这个图片里面有些什么人他们在做什么，
5	14.323125	16.50875	<A>	看到一些什么都告诉我好吧？
6	16.50875	17.0856875	<NOISE>	<NOISE>
7	17.0856875	18.982875	<A>	就看(这幅图)/这幅图。
8	18.982875	19.515375	<B>	这幅?
9	19.515375	20.2365	<A>	&嗯。
10	20.2365	20.8466875	<NOISE>	<NOISE>
11	20.8466875	22.0781875	<A>	把它拿出来吧。
12	22.0781875	23.0211875	<NOISE>	<NOISE>
13	23.0211875	24.0196875	<B>	【上海话】
14	24.0196875	24.4301875	<NOISE>	<NOISE>
15	24.4301875	29.7334375	<A>	对你(看看)/看到什么就告诉我什么，看的说的越多越好&啊。
16	29.7334375	31.797	<NOISE>	<NOISE>
17	31.797	32.7955	<B>	【上海话】
18	32.7955	37.588375	<A>	来告诉我这里有些什么呀，有些什么人&啊他们在做什么呀？
19	37.588375	39.39675	<NOISE>	<NOISE>
20	39.39675	40.9944375	<B>	这里面小姑娘。
21	40.9944375	42.4034375	<A>	&唉(小)/小女孩。
22	42.4034375	42.7251875	<B>	&嗯。
23	42.7251875	43.5350625	<A>	然后呢。
24	43.5350625	44.9440625	<B>	(小儿子)/小儿子。
25	44.9440625	48.339	<A>	小儿子，那(他)/他们俩个一个儿子一个女儿是吧？
26	48.339	48.6274375	<B>	&嗯，
27	48.6274375	49.559375	<A>	然后这个呢？
28	49.559375	52.0889375	<B>	【上海话】
29	52.0889375	55.52825	<A>	但是她是他们的妈妈，&噢好的那他们再干什么呀？
30	55.52825	56.4935	<NOISE>	<NOISE>
31	56.4935	60.2101875	<B>	干什么我这边一个小儿子么像在
32	60.2101875	60.8425625	<NOISE>	<NOISE>
33	60.8425625	62.9283125	<B>	【上海话】
34	62.9283125	64.248625	sil	sil
35	64.248625	65.0585	<NOISE>	<NOISE>
36	65.0585	66.1790625	<NOISE>	<NOISE>
37	66.1790625	68.5533125	<NOISE>	<NOISE>
38	68.5533125	71.6265	<A>	你看一下像什么呀，在干什么呀？
39	71.6265	72.846875	<NOISE>	<NOISE>
40	72.846875	74.2448125	<B>	像(在)/在
41	74.2448125	74.9104375	<NOISE>	<NOISE>
42	74.9104375	79.1375625	<B>	【上海话】
43	79.1375625	81.1456875	<A>	&噢这不是厕所这是柜子。
44	81.1456875	81.7891875	<B>	柜子。
45	81.7891875	84.041375	<A>	&噢他在拿什么，这个是饼干。
46	84.041375	84.540625	<B>	&嗯。
47	84.540625	85.095375	<NOISE>	<NOISE>
48	85.095375	85.683375	<A>	&啊。
49	85.683375	86.948125	<NOISE>	<NOISE>
50	86.948125	88.9895	<A>	还有呢？然后他妈妈再干嘛？
51	88.9895	89.8105	<NOISE>	<NOISE>
52	89.8105	92.4288125	<B>	妈妈在(做)/做事对吧？
53	92.4288125	93.505	<A>	干活对吧？
54	93.505	93.77125	<B>	【上海话】
55	93.77125	96.201	<A>	(那)/那他怎么了，发生什么事情了这块？
56	96.201	97.3548125	<NOISE>	<NOISE>
57	97.3548125	99.0966875	<B>	这一块那我看不来。
58	99.0966875	100.7386875	<A>	(这)/这是水龙头。
59	100.7386875	101.7815625	<B>	&嗯这个水龙头。
60	101.7815625	102.303	<A>	&嗯。
61	102.303	102.7356875	<NOISE>	<NOISE>
62	102.7356875	104.533	<B>	他(在)/在叫
63	104.533	105.5980625	<NOISE>	<NOISE>
64	105.5980625	107.2775625	<B>	我们农村里话叫在
65	107.2775625	107.894625	<B>	拎水。
66	107.894625	108.4271875	<NOISE>	<NOISE>
67	108.4271875	108.8820625	<A>	&嗯？
68	108.8820625	110.635	<NOISE>	<NOISE>
69	110.635	112.865	<A>	&哦拎水那水倒出来了是吧？
70	112.865	113.2644375	<B>	&啊。
71	113.2644375	114.3073125	<A>	水满了对吧？
72	114.3073125	114.6623125	<B>	&嗯。
73	114.6623125	116.3930625	<A>	那好还看到些什么呀？
74	116.3930625	117.369375	<NOISE>	<NOISE>
75	117.369375	119.1223125	<B>	还有看到好像没了。
76	119.1223125	121.0860625	<NOISE>	<NOISE>
77	121.0860625	123.0054375	<B>	【上海话】
78	123.0054375	123.648875	<NOISE>	<NOISE>
79	123.648875	127.609625	<A>	看不出来啦，那这是什么呀(这个)/这个是什么呀？
80	127.609625	128.574875	<NOISE>	<NOISE>
81	128.574875	129.2071875	<A>	这？
82	129.2071875	130.316625	<NOISE>	<NOISE>
83	130.316625	130.68275	<B>	这个？
84	130.68275	131.4815625	<NOISE>	<NOISE>
85	131.4815625	132.4800625	<B>	这个我看不来。
86	132.4800625	136.5961875	<A>	这是橱柜吗家里的橱柜吗？柜子。
87	136.5961875	137.4411875	<NOISE>	<NOISE>
88	137.4411875	139.287875	<A>	这是盘子碗对吧？
89	139.287875	140.0820625	<B>	&嗯&嗯。
90	140.0820625	142.21575	<A>	妈妈是在擦盘子吗？
91	142.21575	142.63675	<NOISE>	<NOISE>
92	142.63675	143.210875	<A>	对的&啊。
93	143.210875	143.631875	<B>	&嗯。
94	143.631875	147.46875	<NOISE>	<NOISE>
