no	start_time	end_time	speaker	value
1	0	1.73	sil	sil
2	1.73	3.948875	<A>	&啊我们看一下这个图片&啊。
3	3.948875	4.228875	<B>	&嗯。
4	4.228875	9.28	<A>	你告诉我你在上面看到了什么&啊，看他们在做什么&啊，
5	9.28	12.275	<A>	你可以把看到的东西都告诉我&啊。
6	12.275	12.5491875	<B>	&嗯。
7	12.5491875	16.12	<A>	越多越好&啊，你看到的东西都可以说好吧？
8	16.12	17.65	sil	sil
9	17.65	19.12	<B>	这个小男孩
10	19.12	19.9	sil	sil
11	19.9	23.1588125	<B>	站在一个凳子上面滑下来了要。
12	23.1588125	23.384625	<A>	&嗯。
13	23.384625	24.27	<B>	拿拿东西。
14	24.27	24.93	<A>	&嗯。
15	24.93	27.2235625	<B>	这个小姑娘就告诉他东西在这。
16	27.2235625	27.72	<A>	&嗯。
17	27.72	29.01	sil	sil
18	29.01	30.49	<B>	这是她的妈妈可能。
19	30.49	31.3	<A>	&嗯。
20	31.3	32.86	<B>	她在刷
21	32.86	33.39	sil	sil
22	33.39	34.13	<B>	刷东西。
23	34.13	39.74	sil	sil
24	39.74	42.39	<B>	&啊拿拿着东西也倒下来了都。
25	42.39	48.6685625	sil	sil
26	48.6685625	49.83	<B>	&啊就这样。
27	49.83	50.18	sil	sil
28	50.18	53.3106875	<B>	&啊这个这个好像在烧菜。
29	53.3106875	53.78	<A>	&嗯。
30	53.78	59.89	sil	sil
31	59.89	62.30725	<B>	手里拿个盘子倒了翻了。
32	62.30725	63.01	<A>	&嗯。
33	63.01	67.16	sil	sil
34	67.16	68.44	<B>	这是个厨房。
35	68.44	71.93	sil	sil
36	71.93	76.7	<A>	好我们叫这个东西是什么呀，我们叫它是什么这个东西？
37	76.7	77.88	sil	sil
38	77.88	78.24	<A>	这个
39	78.24	80.12	sil	sil
40	80.12	80.83	<A>	就这一个？
41	80.83	83.42	sil	sil
42	83.42	84.6709375	<B>	他是手拿
43	84.6709375	85.26775	sil	sil
44	85.26775	86.68	<B>	拿拿个。
45	86.68	87.61	sil	sil
46	87.61	89.1	sil	sil
47	89.1	91.28	<A>	整个这个我们叫它是什么？
48	91.28	93.7	sil	sil
49	93.7	95.18	<B>	他放放在一个。
50	95.18	100.64	sil	sil
51	100.64	105.166125	<A>	好，那你说这是小女孩你刚刚说这是小女孩对吧？
52	105.166125	105.4629375	<B>	对的。
53	105.4629375	107.5563125	<A>	那你说她是他什么人&啊？
54	107.5563125	109.94	<B>	她她&啊她是他的妹妹。
55	109.94	110.29	sil	sil
56	110.29	111.3524375	<B>	他是她的哥哥。
57	111.3524375	113.024	<A>	&啊好可以。
