no	start_time	end_time	speaker	value
1	0	20.47	sil	sil
2	20.47	22.77	<A>	阿姨你再看这张图片&啊，
3	22.77	23.34	sil	sil
4	23.34	28.24	<A>	&啊你看这个图片看到什么就告诉我什么&啊，他们在做什么
5	28.24	28.61	sil	sil
6	28.61	29.43	<A>	&啊你看看。
7	29.43	30.93	sil	sil
8	30.93	32.6294375	<B>	他就是拿拿饼干呢。
9	32.6294375	33.043625	<A>	&嗯。
10	33.043625	36.96	<B>	椅子一倒倒下来了，他拿着给他的摔下来了，
11	36.96	37.3	sil	sil
12	37.3	37.68	<A>	&嗯
13	37.68	38.87	sil	sil
14	38.87	39.4859375	<B>	｛他快｝掉下来了。
15	39.4859375	40.09	<A>	&嗯。
16	40.09	43.28	sil	sil
17	43.28	45.5954375	<B>	这个这个就是个厨房间。
18	45.5954375	46.098375	<A>	&嗯。
19	46.098375	46.62	<B>	对吧？
20	46.62	46.96	sil	sil
21	46.96	49.2181875	<B>	这个是她在洗盘子的。
22	49.2181875	49.79	<A>	&嗯。
23	49.79	50.23	sil	sil
24	50.23	51.274375	<B>	现在这个水
25	51.274375	52.49	sil	sil
26	52.49	53.2270625	<B>	流出来了。
27	53.2270625	53.73	<A>	&嗯。
28	53.73	56.65	sil	sil
29	56.65	57.482875	<B>	｛他在｝擦东西了。
30	57.482875	58.73	<A>	&嗯&嗯
31	58.73	61.53	sil	sil
32	61.53	62.73	<A>	还有什么｛可以｝讲呀？
33	62.73	63.16	sil	sil
34	63.16	64.4524375	<A>	看到什么就说什么。
35	64.4524375	64.9701875	<B>	&嗯。
36	64.9701875	68.91	sil	sil
37	68.91	69.43	<A>	&嗯。
38	69.43	71.05	sil	sil
39	71.05	73.7498125	<B>	这个这个好像像个人像个人，
40	73.7498125	74.85	<A>	&嗯&嗯。
41	74.85	75.3	sil	sil
42	75.3	75.939125	<B>	对吧？
43	75.939125	76.27	<A>	&嗯。
44	76.27	79.35	sil	sil
45	79.35	80.753875	<B>	就旁边放了｛个东西｝洗
46	80.753875	81.2420625	<A>	&嗯。
47	81.2420625	82.1000625	<B>	东西要洗，
48	82.1000625	82.72	<A>	&嗯。
49	82.72	86.26	sil	sil
50	86.26	88.260625	<B>	还有的是这个地方是个，
51	88.260625	88.93	<A>	什么东西&啊？
52	88.93	89.27	sil	sil
53	89.27	89.9914375	<A>	窗帘对吧？
54	89.9914375	90.405625	<A>	哎。
55	90.405625	92.25475	<B>	窗帘一样的那个，
56	92.25475	93.23	<A>	&啊
57	93.23	94.55	<A>	还有呢这个呢？
58	94.55	94.87	sil	sil
59	94.87	98.2436875	<B>	这是水有上面的自来水开着他们没有关，
60	98.2436875	99.94	<A>	&噢他们两个｛是｝什么关系&啊？
61	99.94	100.71	sil	sil
62	100.71	101.404125	<A>	｛是｝姐弟关系？
63	101.404125	101.91	<B>	姐弟关系，
64	101.91	102.31	sil	sil
65	102.31	104.25	<A>	｛他们是｝姐弟关系对吧？哪个是哥哥？
66	104.25	105.139375	sil	sil
67	105.139375	105.9973125	<B>	这个是哥哥，
68	105.9973125	107.16	<A>	这是妹妹&啊。
69	107.16	108.69	<B>	他拿饼干给他吃。
70	108.69	109.38	<A>	&噢&噢&噢。
71	109.38	110.24	sil	sil
72	110.24	110.82	<A>	还有呢？
73	110.82	111.79	sil	sil
74	111.79	114.34	<A>	｛你｝看到什么就｛讲｝什么。｛你｝看到什么就｛讲什么｝。
75	114.34	115.91	sil	sil
76	115.91	117.3110625	<B>	这后面好像还有一个人呢。
77	117.3110625	118.25775	<A>	&嗯&嗯&嗯。
78	118.25775	118.8346875	sil	sil
79	118.8346875	120.018125	<B>	【上海话】
80	120.018125	120.53	<A>	&嗯。
81	120.53	121.22	sil	sil
82	121.22	122.22	<A>	这个呢这个｛是｝什么？
83	122.22	122.67	sil	sil
84	122.67	123.5733125	<B>	这是橱，
85	123.5733125	126.0564375	<A>	&噢橱柜&噢&噢这是妈妈。
86	126.0564375	126.3499375	<A>	&噢。
87	126.3499375	130.56	<NOISE>	<NOISE>
