no	start_time	end_time	speaker	value
1	0	0.62125	<NOISE>	<NOISE>
2	0.62125	4.7485	<A>	好让你来做一个看图说话&啊，看这里有一幅图
3	4.7485	6.290625	<NOISE>	<NOISE>
4	6.290625	13.5909375	<A>	请你看看图中的这些人&啊，他们在做什么，你觉得他们在做什么，就把你看到东西都说一遍，说的越多越好。
5	13.5909375	14.423	<B>	&哦&哦。
6	14.423	16.5420625	<NOISE>	<NOISE>
7	16.5420625	17.1300625	<B>	这个
8	17.1300625	17.9510625	<NOISE>	<NOISE>
9	17.9510625	21.623375	<B>	【上海话】
10	21.623375	22.1004375	<NOISE>	<NOISE>
11	22.1004375	24.3748125	<A>	你戴个眼镜看不清的话你戴个眼睛。
12	24.3748125	29.422875	<NOISE>	<NOISE>
13	29.422875	32.5848125	<B>	一个大概一个哥哥帮他妹妹在拿什么饼干吃。
14	32.5848125	34.4265	<A>	&嗯拿饼干&嗯。
15	34.4265	35.2771875	<A>	&嗯。
16	35.2771875	36.7674375	<B>	这凳子坏掉了。
17	36.7674375	37.7215625	<A>	好还有呢？
18	37.7215625	39.5965625	<B>	这个妈妈在洗盆子。
19	39.5965625	40.1845625	<A>	&嗯。
20	40.1845625	40.6283125	<NOISE>	<NOISE>
21	40.6283125	41.9596875	<B>	【上海话】
22	41.9596875	42.625375	<NOISE>	<NOISE>
23	42.625375	43.2578125	<A>	&嗯。
24	43.2578125	43.8901875	<NOISE>	<NOISE>
25	43.8901875	44.5225	<A>	还有？
26	44.5225	45.3101875	<NOISE>	<NOISE>
27	45.3101875	46.19775	<A>	这点事情吧。
28	46.19775	47.0741875	<A>	好没有啦？
29	47.0741875	47.31825	<B>	&嗯。
30	47.31825	48.0283125	<A>	还有吗？
31	48.0283125	49.0268125	<B>	没什么。
32	49.0268125	50.36925	<A>	你还看到些什么呀？
33	50.36925	55.5948125	<NOISE>	<NOISE>
34	55.5948125	57.392125	<B>	其他好像没了就。
35	57.392125	59.0563125	<NOISE>	<NOISE>
36	59.0563125	59.8218125	<A>	没有是吧？
37	59.8218125	60.1435	<B>	&嗯。
38	60.1435	62.994875	<A>	&噢我问你&啊，那他他踩在什么上面呀？
39	62.994875	64.0488125	<B>	这凳子坏掉了。
40	64.0488125	66.545125	<A>	好那(这)/这些都是什么呀？
41	66.545125	68.7418125	<B>	(厨房里面的)/厨房间里面的。
42	68.7418125	69.1966875	<NOISE>	<NOISE>
43	69.1966875	70.4614375	<A>	厨房里的什么呀？
44	70.4614375	71.08275	<NOISE>	<NOISE>
45	71.08275	72.31425	<B>	这个橱呀柜子。
46	72.31425	74.178125	<A>	&噢柜子和橱是吧？
47	74.178125	74.499875	<B>	&嗯。
48	74.499875	76.175125	<A>	他妈妈这个地方怎么了？
49	76.175125	76.743125	<NOISE>	<NOISE>
50	76.743125	77.87125	<B>	水扑出来了吧。
51	77.87125	80.13775	<A>	&噢水满出来了。 她在擦。
52	80.13775	81.286375	<B>	擦盘子呀是。
53	81.286375	83.0865625	<A>	他这柜子上还有一些什么呀？
54	83.0865625	83.9938125	<B>	【上海话】
55	83.9938125	85.6551875	<B>	她反正在洗碗吧。
56	85.6551875	88.04475	<A>	&噢在洗碗对吧？&噢好。
57	88.04475	88.90625	<NOISE>	<NOISE>
