no	start_time	end_time	speaker	value
1	0	0.9378125	<NOISE>	<NOISE>
2	0.9378125	2.94375	<A>	好你现在看到
3	2.94375	3.6065	<NOISE>	<NOISE>
4	3.6065	4.9415	<A>	看一张图&啊。
5	4.9415	5.272875	<B>	&嗯。
6	5.272875	9.7985625	<NOISE>	<NOISE>
7	9.7985625	13.9360625	<A>	你看的这张图&啊，你看一下里面发生了什么事情跟我&啊。
8	13.9360625	22.727	<NOISE>	<NOISE>
9	22.727	24.7815625	<B>	【上海话】
10	24.7815625	25.349625	<NOISE>	<NOISE>
11	25.349625	27.186375	<B>	【上海话】
12	27.186375	27.5934375	<NOISE>	<NOISE>
13	27.5934375	31.977125	<B>	站在楼梯上，这个危险的一个脚已经翘起来了要摔跤的。
14	31.977125	32.46	<A>	&嗯。
15	32.46	33.7949375	<NOISE>	<NOISE>
16	33.7949375	34.703875	<B>	一个小姑娘，
17	34.703875	35.1866875	<NOISE>	<NOISE>
18	35.1866875	35.5060625	<A>	&嗯。
19	35.5060625	36.8625	<NOISE>	<NOISE>
20	36.8625	40.858	<B>	【上海话】
21	40.858	41.445	<NOISE>	<NOISE>
22	41.445	42.3160625	<B>	【上海话】
23	42.3160625	45.989625	<NOISE>	<NOISE>
24	45.989625	48.3565625	<B>	【上海话】
25	48.3565625	50.022875	<NOISE>	<NOISE>
26	50.022875	53.30825	<B>	她在刷&哦刷的那是擦的那是只盆子。
27	53.30825	53.971	<NOISE>	<NOISE>
28	53.971	54.6810625	<B>	盘子。
29	54.6810625	55.21125	<A>	&嗯。
30	55.21125	59.7179375	<NOISE>	<NOISE>
31	59.7179375	62.397375	<B>	【上海话】
32	62.397375	62.7855	<NOISE>	<NOISE>
33	62.7855	63.16425	<A>	&嗯。
34	63.16425	65.81525	<NOISE>	<NOISE>
35	65.81525	67.8618125	<A>	还有什么东西(还)/还有什么？
36	67.8618125	68.9396875	<NOISE>	<NOISE>
37	68.9396875	69.8201875	<A>	知道的吗？
38	69.8201875	71.155125	<NOISE>	<NOISE>
39	71.155125	75.1410625	<B>	【上海话】
40	75.1410625	75.6049375	<NOISE>	<NOISE>
41	75.6049375	78.47375	<B>	【上海话】
42	78.47375	79.2216875	<NOISE>	<NOISE>
43	79.2216875	81.25725	<B>	这个椅子很危险，
44	81.25725	81.740125	<NOISE>	<NOISE>
45	81.740125	83.397	<B>	这脚翘起来要当心。
46	83.397	84.9118125	<NOISE>	<NOISE>
47	84.9118125	85.6219375	<A>	&嗯好。
48	85.6219375	85.991125	<NOISE>	<NOISE>
49	85.991125	89.6646875	<A>	那问一下您&啊，他们我们(通常)/通常把他们称做什么&啊？
50	89.6646875	90.696625	<NOISE>	<NOISE>
51	90.696625	92.1641875	<B>	大概是兄妹吧。
52	92.1641875	92.4576875	<NOISE>	<NOISE>
53	92.4576875	93.8210625	<A>	&嗯他们俩是什么关系？
54	93.8210625	94.6920625	<NOISE>	<NOISE>
55	94.6920625	96.027	<B>	这个不知道呀。
56	96.027	96.7181875	<NOISE>	<NOISE>
57	96.7181875	97.9205625	<A>	他是他的什么？
58	97.9205625	98.715875	<NOISE>	<NOISE>
59	98.715875	99.1135625	<B>	他。
60	99.1135625	99.4449375	<NOISE>	<NOISE>
61	99.4449375	100.5265	<NOISE>	<NOISE>
62	100.5265	102.796125	<B>	【上海话】
63	102.796125	103.13375	<NOISE>	<NOISE>
64	103.13375	103.490125	<A>	&嗯。
65	103.490125	104.0246875	<NOISE>	<NOISE>
66	104.0246875	105.3095625	<A>	他是他们俩的什么？
67	105.3095625	106.25675	<B>	这母亲&啊。
68	106.25675	107.907375	<A>	&嗯好的可以了&啊。
69	107.907375	108.864	<NOISE>	<NOISE>
