no	start_time	end_time	speaker	value
1	0	7.4705	<A>	好我们先做一个看图说话吧，&啊你看这里有一幅图&啊这图片里呢有一些人，你看看他们在做什么？
2	7.4705	13.8433125	<A>	然后图片里面有些什么东西&啊？把你看到的跟我说，说的越多越好。是这样看的你那样看不对的。
3	13.8433125	15.2725625	<NOISE>	<NOISE>
4	15.2725625	16.455	<A>	好来说一下，
5	16.455	20.5954375	<NOISE>	<NOISE>
6	20.5954375	21.951	<A>	你来说一下&啊。
7	21.951	29.9564375	<NOISE>	<NOISE>
8	29.9564375	33.4095625	<B>	两个人一个椅子爬在上面拿东西拿饼干。
9	33.4095625	33.92525	<A>	&嗯。
10	33.92525	43.6289375	<NOISE>	<NOISE>
11	43.6289375	45.13375	<B>	这个是个橱&啊。
12	45.13375	45.727375	<NOISE>	<NOISE>
13	45.727375	47.0789375	<A>	&嗯&噢
14	47.0789375	47.5653125	<A>	橱里面。
15	47.5653125	48.804875	<A>	&嗯还有什么呀？
16	48.804875	53.8975625	<NOISE>	<NOISE>
17	53.8975625	55.25275	<B>	这个人拿个盆子。
18	55.25275	55.815125	<NOISE>	<NOISE>
19	55.815125	57.283625	<A>	&嗯她在干嘛？
20	57.283625	58.1896875	<B>	在洗呀？
21	58.1896875	61.0328125	<A>	&嗯她在洗盘子是吗？还有什么？
22	61.0328125	61.938875	<NOISE>	<NOISE>
23	61.938875	62.5325	<B>	没啦。
24	62.5325	63.157375	<A>	没有啦？
25	63.157375	63.5635625	<B>	&嗯。
26	63.5635625	64.2353125	<NOISE>	<NOISE>
27	64.2353125	65.449875	<A>	什么都看不到啦？
28	65.449875	67.980625	<NOISE>	<NOISE>
29	67.980625	69.6365625	<B>	这个人帮他递饼干。
30	69.6365625	70.1520625	<A>	&嗯
31	70.1520625	74.838625	<NOISE>	<NOISE>
32	74.838625	76.240625	<A>	还有些什么东西？
33	76.240625	83.9890625	<NOISE>	<NOISE>
34	83.9890625	84.8795	<B>	这水斗。
35	84.8795	85.6254375	<A>	&嗯。
36	85.6254375	89.718375	<NOISE>	<NOISE>
37	89.718375	91.0305625	<B>	这下面凳子。
38	91.0305625	91.483625	<A>	&嗯
39	91.483625	92.01475	<NOISE>	<NOISE>
40	92.01475	92.8583125	<A>	还有什么吗？
41	92.8583125	94.2018125	<NOISE>	<NOISE>
42	94.2018125	95.3421875	<B>	还有两个人。
43	95.3421875	95.9670625	<A>	&嗯。
44	95.9670625	97.2480625	<NOISE>	<NOISE>
45	97.2480625	100.2299375	<NOISE>	<NOISE>
46	100.2299375	103.588625	<NOISE>	<NOISE>
47	103.588625	109.91	<A>	看看还有什么吗，没有啦？那我问你&啊（它）/它这个在家里的什么地方&啊，（这）/这个图。
48	109.91	110.3474375	<B>	厨房间。
49	110.3474375	113.9560625	<A>	厨房间，你觉得他们三个像什么关系&啊，她是谁&啊？
50	113.9560625	114.799625	<NOISE>	<NOISE>
51	114.799625	115.4346875	<B>	她是妈妈？
52	115.4346875	118.9964375	<A>	&啊这两个是你觉得这个哥哥还是弟弟呀，帮她拿饼干的。
53	118.9964375	119.5431875	<B>	这是哥哥。
54	119.5431875	123.83525	<A>	哥哥给妹妹拿饼干对吗？好然后妈妈的洗盘子，那水怎么啦？
55	123.83525	128.3030625	<NOISE>	<NOISE>
56	128.3030625	129.377125	<B>	水流在地上。
57	129.377125	134.4385	<A>	水都流在地上了对吧？那橱房间里面有些什么东西&啊？（这）/这都是些什么呀？
58	134.4385	135.860125	<B>	这是柜这是。
59	135.860125	138.687625	<A>	橱柜是吗？（这）/这上面有些什么？
60	138.687625	139.265625	<NOISE>	<NOISE>
61	139.265625	139.8475625	<B>	盘子。
62	139.8475625	140.4255625	<NOISE>	<NOISE>
63	140.4255625	141.8159375	<A>	碗呀碟对吧？
64	141.8159375	142.3001875	<NOISE>	<NOISE>
65	142.3001875	143.6280625	<A>	好那这里有一幅什么？
66	143.6280625	144.3935	<NOISE>	<NOISE>
67	144.3935	145.15075	<A>	这这里。
68	145.15075	146.791	<NOISE>	<NOISE>
69	146.791	147.6501875	<B>	这个窗子。
70	147.6501875	150.1809375	<A>	有个窗户对吧？这上面有这块是什么？
71	150.1809375	151.1025625	<NOISE>	<NOISE>
72	151.1025625	151.6695625	<B>	窗帘。
73	151.6695625	152.4726875	<A>	窗帘对吧？
74	152.4726875	152.698875	<B>	&嗯。
75	152.698875	153.4454375	<A>	&嗯好&啊。
76	153.4454375	156.375	<NOISE>	<NOISE>
