no	start_time	end_time	speaker	value
1	0	0.71	<A>	一副图
2	0.71	2.33725	<NOISE>	<NOISE>
3	2.33725	4.1419375	<A>	请您看一幅图&啊。
4	4.1419375	6.83425	<NOISE>	<NOISE>
5	6.83425	7.352	<A>	&嗯。
6	7.352	7.79575	<NOISE>	<NOISE>
7	7.79575	11.849	<A>	请您看这张图&啊，告诉我你看到了什么，看他们在做什么？
8	11.849	16.2276875	<A>	你觉得他们是在做什么，把看到的东西告诉我，越多越好。
9	16.2276875	17.0116875	<NOISE>	<NOISE>
10	17.0116875	17.514625	<A>	好。
11	17.514625	37.3000625	<NOISE>	<NOISE>
12	37.3000625	38.2024375	<A>	你说呀。
13	38.2024375	38.6758125	<B>	&啊。
14	38.6758125	40.03675	<A>	你看到什么说什么呀。
15	40.03675	41.3236875	<B>	【笑】这个跟你说的。
16	41.3236875	41.8098125	<A>	对呀。
17	41.8098125	44.8148125	<B>	这小孩在男孩子拿饼干给小姑娘吃。
18	44.8148125	45.2438125	<A>	&嗯。
19	45.2438125	47.4035625	<NOISE>	<NOISE>
20	47.4035625	51.575125	<B>	这女士在洗碗，水扑在地上擦盆子。
21	51.575125	52.1224375	<A>	&嗯。
22	52.1224375	57.788125	<NOISE>	<NOISE>
23	57.788125	58.838375	<B>	那没什么了。
24	58.838375	59.4005	<NOISE>	<NOISE>
25	59.4005	60.3915625	<A>	没有了？
26	60.3915625	60.9685	<NOISE>	<NOISE>
27	60.9685	68.1948125	<B>	没有了那男孩拿饼干给(小)/小女孩给拿东西吃嘛站在凳子上。
28	68.1948125	68.830875	<NOISE>	<NOISE>
29	68.830875	72.2406875	<B>	这女士在擦盘子水落了一地。
30	72.2406875	75.8205	<NOISE>	<NOISE>
31	75.8205	78.23175	<B>	后面就没有了我看一下，
32	78.23175	78.7495	<NOISE>	<NOISE>
33	78.7495	79.87375	<B>	还有什么&啊。
34	79.87375	80.2879375	<NOISE>	<NOISE>
35	80.2879375	83.5719375	<A>	你觉得他们&嗯像什么关系呀？
36	83.5719375	84.4890625	<NOISE>	<NOISE>
37	84.4890625	85.450625	<A>	他们俩个？
38	85.450625	86.279	<B>	他们俩个？
39	86.279	86.8115625	<A>	&嗯。
40	86.8115625	87.699125	<B>	他们俩个嘛。
41	87.699125	89.784875	<NOISE>	<NOISE>
42	89.784875	90.5836875	<B>	哥妹吧。
43	90.5836875	91.781875	<NOISE>	<NOISE>
44	91.781875	93.36475	<A>	哥哥和妹妹对吧？
45	93.36475	95.273	<A>	他们是从什么里面拿的饼干&啊？
46	95.273	96.3825	<NOISE>	<NOISE>
47	96.3825	98.5274375	<B>	&啊(在在)/在橱柜上面。
48	98.5274375	100.909125	<A>	&哦那你觉得这个是什么呀是？
49	100.909125	101.56	<DEAF>	<DEAF>
50	101.56	103.128	<B>	是厨房间吗？
51	103.128	104.104375	<A>	&啊。
52	104.104375	104.9623125	<DEAF>	<DEAF>
53	104.9623125	108.0540625	<B>	(&哦&哦)/&哦那个厨房间上面有盆子有碗。
54	108.0540625	108.6309375	<A>	&嗯。
55	108.6309375	109.77	<NOISE>	<NOISE>
56	109.77	111.073	<B>	这个有纱窗。
57	111.073	111.5833125	<A>	&嗯。
58	111.5833125	113.6814375	<NOISE>	<NOISE>
59	113.6814375	115.283375	<B>	还有(窗)/窗
60	115.283375	115.6378125	<NOISE>	<NOISE>
61	115.6378125	116.162375	<A>	&嗯。
62	116.162375	116.6585	<NOISE>	<NOISE>
63	116.6585	119.12525	<B>	窗外面有花还有人。
64	119.12525	120.9256875	<A>	&嗯还有吗没了。
65	120.9256875	121.946375	<B>	应该是。
66	121.946375	123.52	<A>	没有是吧好。
