no	start_time	end_time	speaker	value
1	0	2.40175	<NOISE>	<NOISE>
2	2.40175	4.7740625	<A>	&嗯我们来看一下这张图片&啊，
3	4.7740625	5.3634375	<NOISE>	<NOISE>
4	5.3634375	8.3755625	<A>	&嗯请告诉我你在这张图片里看到了什么？
5	8.3755625	8.9315625	<NOISE>	<NOISE>
6	8.9315625	15.7783125	<A>	&啊然后你觉得图片中的人在做什么事情？&嗯你看到什么东西都可以告诉我，越多越好&啊。
7	15.7783125	18.749	<NOISE>	<NOISE>
8	18.749	19.638625	<B>	&噢
9	19.638625	20.5123125	<NOISE>	<NOISE>
10	20.5123125	23.387625	<B>	这里一个人呐在拿饼干，
11	23.387625	24.4043125	<NOISE>	<NOISE>
12	24.4043125	28.8364375	<B>	这里有个人呢因为是下面(看)/看见了，看见他的。
13	28.8364375	29.5671875	<NOISE>	<NOISE>
14	29.5671875	30.6315625	<B>	他的这个
15	30.6315625	31.85475	<NOISE>	<NOISE>
16	31.85475	34.5394375	<B>	他的人矮嘛垫的凳子呢。
17	34.5394375	35.159	<NOISE>	<NOISE>
18	35.159	37.8754375	<B>	就是斜了很危险。
19	37.8754375	38.495	<NOISE>	<NOISE>
20	38.495	41.7198125	<B>	叫他呐饼干不要拿了，手拉住这个
21	41.7198125	42.1805	<NOISE>	<NOISE>
22	42.1805	45.500625	<B>	这里有拉手的地方呢就安全第一。
23	45.500625	46.59675	<NOISE>	<NOISE>
24	46.59675	48.3441875	<B>	还有一个可能呢就是，
25	48.3441875	49.345	<NOISE>	<NOISE>
26	49.345	50.28225	<B>	他跟她讲
27	50.28225	50.854125	<NOISE>	<NOISE>
28	50.854125	55.063875	<B>	你好了没有呀，他讲我就好了那先送一个
29	55.063875	55.7786875	<NOISE>	<NOISE>
30	55.7786875	57.494375	<B>	饼干下来给你(吃)/吃。
31	57.494375	58.6699375	<NOISE>	<NOISE>
32	58.6699375	62.7525625	<B>	但是这个凳子呢已经是斜下来了，危险了。
33	62.7525625	65.913875	<NOISE>	<NOISE>
34	65.913875	68.169625	<B>	这里呢她是在什么东西呀？
35	68.169625	68.7415	<NOISE>	<NOISE>
36	68.7415	73.6501875	<B>	在(擦)/擦房间一样的擦灰，把这个家里要弄干净&啊。
37	73.6501875	78.7813125	<NOISE>	<NOISE>
38	78.7813125	79.6233125	<A>	&嗯好。
39	79.6233125	80.2110625	<NOISE>	<NOISE>
40	80.2110625	82.7845625	<A>	(这个这个)/这个叫什么呀？
41	82.7845625	83.3246875	<NOISE>	<NOISE>
42	83.3246875	84.4684375	<B>	这个饼干&唉。
43	84.4684375	85.0403125	<A>	这里？
44	85.0403125	86.2953125	<NOISE>	<NOISE>
45	86.2953125	89.4883125	<B>	这是橱&啊他是放饼干的橱&啊。
46	89.4883125	91.6170625	<A>	那你觉得(她叫)/他叫什么呀？
47	91.6170625	92.443125	<NOISE>	<NOISE>
48	92.443125	94.3970625	<B>	他们肯定是兄妹关系吗？
49	94.3970625	95.0801875	<NOISE>	<NOISE>
50	95.0801875	95.55675	<A>	&嗯。
51	95.55675	96.096875	<NOISE>	<NOISE>
52	96.096875	98.5204375	<A>	那(这个)/这个我们叫什么？
53	98.5204375	99.0955625	<NOISE>	<NOISE>
54	99.0955625	99.7328125	<B>	这个&啊？
55	99.7328125	100.24575	<A>	&嗯。
56	100.24575	102.0798125	<NOISE>	<NOISE>
57	102.0798125	105.11075	<B>	你讲是这个东西还是这个东西，橱&啊？
58	105.11075	105.608125	<A>	&啊。
59	105.608125	107.7530625	<B>	这个是矮脚橱&啊。
60	107.7530625	108.7323125	<A>	&啊好。
61	108.7323125	111.3125	<NOISE>	<NOISE>
