no	start_time	end_time	speaker	value
1	0	1.7159375	<A>	现在做一幅看图说话&啊，
2	1.7159375	2.071	<NOISE>	<NOISE>
3	2.071	3.99425	<A>	你看&啊这里有一幅图&啊，
4	3.99425	4.3345	<B>	&嗯。
5	4.3345	4.9555625	<A>	&唉不好意思。
6	4.9555625	5.488125	<NOISE>	<NOISE>
7	5.488125	9.807875	<A>	你看这个图片里面&啊，看到有些什么人，他们在做什么，
8	9.807875	13.639	<A>	然后你把你看到的东西都告诉我说的越多越好&啊。
9	13.639	14.6895	<B>	￥
10	14.6895	15.28125	<NOISE>	<NOISE>
11	15.28125	19.489625	<B>	这个一是一家三口妈妈带两个小孩
12	19.489625	19.844625	<A>	&嗯。
13	19.844625	20.31825	<B>	&啊。
14	20.31825	20.806375	<NOISE>	<NOISE>
15	20.806375	23.510375	<B>	妈妈在家打扫在家洗碗。，
16	23.510375	23.835875	<A>	&嗯。
17	23.835875	24.2944375	<NOISE>	<NOISE>
18	24.2944375	26.98675	<B>	&嗯这个小男孩
19	26.98675	27.548875	<NOISE>	<NOISE>
20	27.548875	31.38025	<B>	在&唉在柜子里拿吃的拿饼干。
21	31.38025	31.829625	<A>	&嗯。
22	31.829625	32.169875	<B>	&嗯。
23	32.169875	32.510125	<A>	&嗯。
24	32.510125	34.8178125	<B>	这个小女孩在下面伸手找他要。
25	34.8178125	35.306	<A>	&嗯。
26	35.306	37.303	<B>	&啊这个凳子歪掉了。
27	37.303	39.5071875	<B>	（已经）/已经危险了&啊。
28	39.5071875	40.010125	<A>	好的。
29	40.010125	40.57225	<B>	妈妈是
30	40.57225	43.2201875	<NOISE>	<NOISE>
31	43.2201875	44.14475	<B>	这个
32	44.14475	44.92875	<NOISE>	<NOISE>
33	44.92875	48.760125	<B>	这个水（也有漫）/也漫进到地下来了。
34	48.760125	63.9396875	<NOISE>	<NOISE>
35	63.9396875	64.3755625	<A>	&啊
36	64.3755625	64.86375	<NOISE>	<NOISE>
37	64.86375	65.3051875	<A>	好啦。
38	65.3051875	65.9265	<B>	&嗯。
39	65.9265	67.3318125	<A>	其它还有什么东西&啊？
40	67.3318125	76.7621875	<NOISE>	<NOISE>
41	76.7621875	79.2069375	<B>	其它还有墙上就是柜子窗帘&啊。
42	79.2069375	80.493875	<A>	（&嗯&嗯）/&嗯。
43	80.493875	81.884375	<NOISE>	<NOISE>
44	81.884375	85.70825	<B>	那这个这个洗碗池上面水&啊都
45	85.70825	86.5070625	<NOISE>	<NOISE>
46	86.5070625	89.288125	<B>	搞一地上了。
47	89.288125	89.7170625	<NOISE>	<NOISE>
48	89.7170625	93.6371875	<B>	他的妈妈这个脚都是都浸在水里了&啊。
49	93.6371875	94.2584375	<A>	&嗯。
50	94.2584375	94.9093125	<B>	&噢。
51	94.9093125	97.3536875	<NOISE>	<NOISE>
52	97.3536875	98.10625	<A>	其他没了是吧？
53	98.10625	98.50575	<B>	&嗯。
54	98.50575	98.9331875	<NOISE>	<NOISE>
55	98.9331875	99.8158125	<A>	&嗯好的&噢。
56	99.8158125	100.53	<NOISE>	<NOISE>
