no	start_time	end_time	speaker	value
1	0	3.59	<A>	你看到的东西里面发生了什么东西都告诉我&啊，
2	3.59	10.71	sil	sil
3	10.71	12.83	<A>	&嗯您看到了什么都可以说&啊。
4	12.83	16.45	sil	sil
5	16.45	17.7333125	<B>	凳子上面饼干，
6	17.7333125	18.47	<A>	&嗯。
7	18.47	20.93	sil	sil
8	20.93	22.26	<B>	下面一个人在接，
9	22.26	22.64	sil	sil
10	22.64	23.14	<A>	&嗯。
11	23.14	29.28	sil	sil
12	29.28	32.66	<B>	先拿饼干，饼干他在接，手里面接，
13	32.66	33	<A>	&嗯。
14	33	33.87	sil	sil
15	33.87	34.53	<A>	再就没有了。
16	34.53	35.46	sil	sil
17	35.46	37.82	<B>	这个凳子要掉下来了马上要摔倒了，
18	37.82	38.23	sil	sil
19	38.23	38.58	<A>	&嗯。
20	38.58	41.5	sil	sil
21	41.5	42.41	<B>	这个不对吧？
22	42.41	43.12	sil	sil
23	43.12	45.66	<A>	&嗯没关系都对的，您看到什么就说&啊。
24	45.66	49.06	sil	sil
25	49.06	51.08	<B>	还有这也是这个
26	51.08	52.02	sil	sil
27	52.02	53.91	<B>	这个看好了，这旁边也算了。
28	53.91	60.29	sil	sil
29	60.29	60.6275	<A>	&嗯。
30	60.6275	62.21	sil	sil
31	62.21	65.55	<A>	你看这是这是什么，这个跟他们俩是什么关系&啊？
32	65.55	69.03	sil	sil
33	69.03	71.91	<A>	跟这两｛个｝是什么关系&啊？他跟她们俩｛是｝什么关系&啊？
34	71.91	72.59	sil	sil
35	72.59	73.39	<B>	他在擦。
36	73.39	73.82	sil	sil
37	73.82	74.19	<A>	&嗯。
38	74.19	75.02	sil	sil
39	75.02	77.0210625	<B>	擦这个窗玻璃角上的，
40	77.0210625	77.43975	<A>	&嗯。
41	77.43975	77.75	<B>	擦
42	77.75	78.24	sil	sil
43	78.24	79.59	<B>	这个下面是一张
44	79.59	80.1	sil	sil
45	80.1	81.13	<B>	一张圆的东西。
46	81.13	83.7	sil	sil
