no	start_time	end_time	speaker	value
1	0	10.6	sil	sil
2	10.6	15.22	<A>	请你得看这幅图，看到什么东西就说什么&啊，这个全都给我看一下&啊。
3	15.22	15.8725625	sil	sil
4	15.8725625	16.32025	<B>	&嗯。
5	16.32025	17.08	sil	sil
6	17.08	21.9684375	<B>	小女孩、小男孩、饼干，这个是一个大人女同志，
7	21.9684375	26.890625	sil	sil
8	26.890625	28.1304375	<A>	再说呀？
9	28.1304375	32.04	sil	sil
10	32.04	33.28	sil	sil
11	33.28	34.2	sil	sil
12	34.2	34.88	sil	sil
13	34.88	36.7	sil	sil
14	36.7	37.34	sil	sil
15	37.34	39.91	sil	sil
16	39.91	43.3141875	<B>	【上海话】
17	43.3141875	44.64	sil	sil
18	44.64	45.66	sil	sil
19	45.66	46.379375	sil	sil
20	46.379375	47.0165	sil	sil
21	47.0165	47.9695625	sil	sil
22	47.9695625	50.17375	sil	sil
23	50.17375	50.95	sil	sil
24	50.95	52.17	sil	sil
25	52.17	54.685375	sil	sil
26	54.685375	55.77025	<B>	&噢饼干。
27	55.77025	56.3729375	<A>	&嗯。
28	56.3729375	59.14	<B>	女孩、男孩这个女同志。
29	59.14	60.277625	<A>	&嗯还有什么？
30	60.277625	60.94	<B>	树盆，
31	60.94	61.483	<A>	&嗯。
32	61.483	62.4473125	sil	sil
33	62.4473125	63.859375	<B>	还有在这里没有房子。
34	63.859375	66.1324375	<A>	&唉还有什么？｛你｝看到什么就说什么&啊。
35	66.1324375	66.8556875	<B>	凳子。
36	66.8556875	67.3378125	<A>	&啊。
37	67.3378125	68.2160625	<B>	饼干。
38	68.2160625	68.6981875	<A>	&唉。
39	68.6981875	70.49	sil	sil
40	70.49	73.43	<B>	还有小美女拿了一个什么花，还有没有了，
41	73.43	74.09	sil	sil
42	74.09	74.8443125	<B>	就这几样。
43	74.8443125	77.45	<A>	还有几样&啊还有嘞，他们两个是什么关系&啊？
44	77.45	78.62	sil	sil
45	78.62	81.0584375	<B>	那么两个人想什么关系&啊？
46	81.0584375	81.65	<A>	&唉。
47	81.65	83.400375	<B>	要么姊妹要么夫妻&啊。
48	83.400375	85.3255625	<A>	&啊是&啊哥哥带妹妹&啊。
49	85.3255625	85.859375	<B>	&嗯。
50	85.859375	87.891375	<A>	这个呢这个水流出来了对吧？
51	87.891375	88.459625	<B>	对对。
52	88.459625	89.73	<A>	这个是什么东西&啊？
53	89.73	90.8531875	<B>	这个｛是｝门。
54	90.8531875	91.697	sil	sil
55	91.697	92.334125	<A>	这个是什么？
56	92.334125	93.2033125	<B>	或者是窗子。
57	93.2033125	94.6031875	<A>	这个台是什么？
58	94.6031875	96.79	<B>	&噢这是窗子，橱柜&吗？
59	96.79	97.5884375	sil	sil
60	97.5884375	99.30875	<A>	对的&啊这个窗帘&啊。
61	99.30875	100.0170625	<B>	&嗯&嗯。
62	100.0170625	103.39025	sil	sil
