no	start_time	end_time	speaker	value
1	0	0.67	<A>	｛说的越｝多越好&啊。
2	0.67	1.5	<NOISE>	<NOISE>
3	1.5	4.097625	<B>	｛这是｝一个｛人｝在妈妈在洗盆子。
4	4.097625	4.62	<A>	&嗯。
5	4.62	5.9	<NOISE>	<NOISE>
6	5.9	7.52	<A>	｛她｝放着水忘了｛关掉了｝。
7	7.52	7.92	<NOISE>	<NOISE>
8	7.92	9.46	<B>	｛水｝往下淌下来了。
9	9.46	12.27	<NOISE>	<NOISE>
10	12.27	15.5103125	<B>	那个小男孩在放饼干
11	15.5103125	15.968875	<NOISE>	<NOISE>
12	15.968875	17.078375	<B>	还是放什么东西&啊？
13	17.078375	18.09	<NOISE>	<NOISE>
14	18.09	20.5990625	<B>	｛他｝往盒子里放｛饼干在｝厨房间的盒子里｛面｝。
15	20.5990625	21.07	<NOISE>	<NOISE>
16	21.07	22.69	<B>	｛往｝柜里面面，｛他｝踩着
17	22.69	23.14	<NOISE>	<NOISE>
18	23.14	26.3756875	<B>	凳子，这凳子放歪了要摔下来了。
19	26.3756875	27.17	<NOISE>	<NOISE>
20	27.17	29.98	<B>	｛有一个｝小朋友一个小女孩｛把饼干｝递给他。
21	29.98	30.55	<NOISE>	<NOISE>
22	30.55	31.16	<A>	&嗯
23	31.16	33.062125	<NOISE>	<NOISE>
24	33.062125	34.9	<B>	它｛凳子｝要倒下来的是不是？
25	34.9	36.46	<NOISE>	<NOISE>
26	36.46	37	<B>	还有什么&啊？
27	37	37.44	<NOISE>	<NOISE>
28	37.44	40.54	<B>	这个是这个是躺在床上的。
29	40.54	40.86	sil	sil
30	40.86	43.03	<B>	｛这｝里面是床&吗？这个要说&吗？
31	43.03	43.6	<NOISE>	<NOISE>
32	43.6	45.82	<A>	&啊｛你｝看到都可以说&啊&嗯。
33	45.82	46.56	<NOISE>	<NOISE>
34	46.56	48.22	<B>	这｛人｝好像在床上躺着的
35	48.22	49.47	<NOISE>	<NOISE>
36	49.47	51.38	<B>	这｛个是｝窗户窗户外面有门。
37	51.38	52.12	<NOISE>	<NOISE>
38	52.12	53.09	<B>	这｛是｝个窗帘
39	53.09	54.15	<NOISE>	<NOISE>
40	54.15	55.5029375	<B>	｛这是｝厨房间的窗帘。
41	55.5029375	55.85	<A>	&嗯。
42	55.85	56.6	<NOISE>	<NOISE>
43	56.6	58.93	<B>	这个是厨房柜｛子里面｝有碗。
44	58.93	59.48	<NOISE>	<NOISE>
45	59.48	60.29	<B>	这个不是碗
46	60.29	63.58725	<NOISE>	<NOISE>
47	63.58725	65.007375	<B>	这个像碗。
48	65.007375	66.7529375	<NOISE>	<NOISE>
49	66.7529375	67.73	<DEAF>	<DEAF>
50	67.73	68.33	<NOISE>	<NOISE>
51	68.33	68.98	<B>	这盘子
52	68.98	71.135875	<NOISE>	<NOISE>
53	71.135875	73.95	<B>	这是勺子还是｛什么｝东西看不清楚。
54	73.95	74.33	<A>	&嗯。
55	74.33	74.95	<NOISE>	<NOISE>
56	74.95	77.1414375	<A>	你刚说这个是谁了这个｛是谁｝？
57	77.1414375	77.955	<B>	｛这个是｝小男孩呀。
58	77.955	78.753875	<A>	&啊这个呢？
59	78.753875	79.77	<B>	｛这个是｝小女孩呀、
60	79.77	81.4	<A>	那｛这个｝是姐姐还是妹妹呢？
61	81.4	81.96	<NOISE>	<NOISE>
62	81.96	83.13	<A>	他们俩是啥关系？
63	83.13	84.26	<NOISE>	<NOISE>
64	84.26	85.3145	<B>	｛他们是｝兄妹&啊。
65	85.3145	86.96	<A>	&嗯那这个是他的什么｛人｝？
66	86.96	88.11	<NOISE>	<NOISE>
67	88.11	89.574875	<B>	他是哥哥她是妹妹&啊。
68	89.574875	90.7583125	<A>	&嗯这个呢？
69	90.7583125	91.8825625	<B>	她是她｛的｝妈妈呀。
70	91.8825625	93.22	<A>	&嗯她在做什么呢？
71	93.22	94.5534375	<B>	｛她在｝洗盘子擦｛盘子｝呀。
72	94.5534375	96.254625	<A>	&嗯｛你｝知道这是个什么｛东西｝。
73	96.254625	97.1	<B>	这个是橱柜。
74	97.1	97.42	<NOISE>	<NOISE>
75	97.42	98.35	<A>	｛你看｝这个上面呢
76	98.35	99.59	<NOISE>	<NOISE>
77	99.59	100.37	<A>	这个是什么？
78	100.37	100.8	<NOISE>	<NOISE>
79	100.8	101.83	<B>	哪个就这个？
80	101.83	102.23	<NOISE>	<NOISE>
81	102.23	103.86	<A>	&嗯这个是这一块地方。
82	103.86	104.39	<NOISE>	<NOISE>
83	104.39	104.87	<B>	这个
84	104.87	105.31	<NOISE>	<NOISE>
85	105.31	106.8833125	<B>	是烧饭｛用｝的煤气灶。
86	106.8833125	107.8	<A>	&噢。
87	107.8	109.13	<B>	对吧？｛这个｝应该是煤气灶。
88	109.13	109.5016875	<A>	&嗯
89	109.5016875	109.9455	<NOISE>	<NOISE>
90	109.9455	110.7443125	<A>	｛请问｝还有&吗？
91	110.7443125	112.03	<NOISE>	<NOISE>
92	112.03	115.85	<B>	这里好像一个人&吗，像人还是照出来的反光&啊。
93	115.85	116.35	<B>	&啊。
94	116.35	117.5115	<A>	我也不知道是不是人。
95	117.5115	118.0144375	<A>	【笑】
96	118.0144375	118.768875	<B>	你看看这是不是&啊
97	118.768875	119.329	<B>	是不是？
98	119.329	120.218625	<A>	【笑】
99	120.218625	121.49	<B>	【笑】
100	121.49	122.17125	<B>	【笑】
101	122.17125	123.32	<B>	想像了。
102	123.32	123.74	<A>	&嗯。
103	123.74	126.09	<B>	窗帘给它两边拉开来了是吧？
104	126.09	126.52775	<A>	&嗯。
105	126.52775	127.075125	<NOISE>	<NOISE>
106	127.075125	127.415375	<A>	好。
107	127.415375	128.96	<NOISE>	<NOISE>
108	128.96	131.305875	<B>	我在想象&啊，像是一个人躺着一样的。
109	131.305875	132.24	<A>	【笑】
110	132.24	132.9013125	<A>	好。
111	132.9013125	134.18	<A>	&嗯没有了是吧？
112	134.18	299.74	<NOISE>	<NOISE>
