no	start_time	end_time	speaker	value
1	0	1.079875	<NOISE>	<NOISE>
2	1.079875	2.9733125	<A>	你好这里有张图&噢，
3	2.9733125	3.505875	<NOISE>	<NOISE>
4	3.505875	4.7633125	<A>	图片里有很多东西，
5	4.7633125	5.310625	<NOISE>	<NOISE>
6	5.310625	8.846125	<A>	&啊还有几个人，你看这些人他们在做什么&啊，
7	8.846125	13.107875	<A>	图片里有一些什么东西&啊，你把你看到都说一下，说的越多越好。
8	13.107875	13.58125	<NOISE>	<NOISE>
9	13.58125	14.01025	<B>	&啊
10	14.01025	14.409625	<NOISE>	<NOISE>
11	14.409625	16.0664375	<B>	这他在洗盘子。
12	16.0664375	16.61375	<A>	&嗯。
13	16.61375	18.8475	<B>	擦布洗了以后又
14	18.8475	21.3696875	<B>	他在放饼干盒子。
15	21.3696875	22.346	<NOISE>	<NOISE>
16	22.346	25.6004375	<B>	这样拿给他吃嘛，那是小女孩吃嘛，
17	25.6004375	26.04425	<NOISE>	<NOISE>
18	26.04425	27.819375	<B>	窗帘布龙头这水
19	27.819375	28.4555	<NOISE>	<NOISE>
20	28.4555	30.4690625	<B>	这水都是流出来了。
21	30.4690625	31.046	<A>	&嗯。
22	31.046	33.8714375	<B>	那个凳子（斜）/斜出来了，
23	33.8714375	34.2560625	<A>	&嗯。
24	34.2560625	35.7205	<B>	倒下来了要&嗯。
25	35.7205	36.4601875	<A>	还有些什么？
26	36.4601875	37.4069375	<B>	还有那个
27	37.4069375	37.9394375	<NOISE>	<NOISE>
28	37.9394375	40.53	<B>	餐厅里面有盆子了
29	40.53	44.588875	<B>	菜了那个叫什么水斗桌子&啊。
30	44.588875	45.1658125	<A>	&嗯。
31	45.1658125	45.74275	<B>	这是
32	45.74275	46.3344375	<NOISE>	<NOISE>
33	46.3344375	46.867	<B>	那个
34	46.867	47.296	<NOISE>	<NOISE>
35	47.296	48.7013125	<B>	（下）/下面一个
36	48.7013125	49.20425	<NOISE>	<NOISE>
37	49.20425	49.98825	<B>	桌子呀。
38	49.98825	50.787125	<NOISE>	<NOISE>
39	50.787125	52.200125	<B>	就柜呀反正是
40	52.200125	53.501875	<B>	橱柜是吧&嗯。
41	53.501875	54.626125	<B>	上面是。
42	54.626125	56.5788125	<B>	储藏的放储藏柜。
43	56.5788125	57.1705	<A>	&嗯。
44	57.1705	57.68825	<NOISE>	<NOISE>
45	57.68825	59.7296875	<B>	这窗帘布外面风景&啊。
46	59.7296875	60.5580625	<A>	&嗯。
47	60.5580625	61.1941875	<NOISE>	<NOISE>
48	61.1941875	61.881625	<A>	其他还有什么？
49	61.881625	62.4441875	<B>	还有
50	62.4441875	63.7015625	<B>	外面一个树。
51	63.7015625	65.106875	<NOISE>	<NOISE>
52	65.106875	65.9909375	<B>	外面树。
53	65.9909375	66.911625	<A>	&嗯&嗯。
54	66.911625	67.385	<NOISE>	<NOISE>
55	67.385	68.02	<B>	&嗯。
56	68.02	71.94125	<NOISE>	<NOISE>
57	71.94125	72.9989375	<B>	水倒出来了。
58	72.9989375	73.413125	<NOISE>	<NOISE>
59	73.413125	73.9900625	<A>	&嗯。
60	73.9900625	76.682375	<NOISE>	<NOISE>
61	76.682375	77.851	<B>	树房子，
62	77.851	78.413125	<A>	&嗯。
63	78.413125	80.1586875	<NOISE>	<NOISE>
64	80.1586875	80.913125	<B>	&嗯
65	80.913125	81.6675625	<NOISE>	<NOISE>
66	81.6675625	82.4625625	<A>	好还有吗？
67	82.4625625	83.3649375	<B>	没什么了。
68	83.3649375	86.279125	<A>	那你觉得他们三个像什么关系呀，他是谁呢？
69	86.279125	86.796875	<NOISE>	<NOISE>
70	86.796875	88.2844375	<B>	他是他的那个
71	88.2844375	88.685125	<NOISE>	<NOISE>
72	88.685125	89.69375	<B>	他哥哥他
73	89.69375	90.191125	<NOISE>	<NOISE>
74	90.191125	92.6781875	<B>	那妹妹，她不（母）/母亲。
75	92.6781875	93.755875	<A>	&嗯妈妈对吧？
76	93.755875	94.4329375	<B>	&嗯。
77	94.4329375	95.0270625	<B>	好的。
78	95.0270625	98.2	<NOISE>	<NOISE>
