no	start_time	end_time	speaker	value
1	0	0.02	sil	sil
2	0.02	4.77	<A>	图片上有哪些人他们在做什么，你觉得他们在做什么告诉我，
3	4.77	5.0578125	sil	sil
4	5.0578125	10.05	<A>	把你看到的东西都告诉我，越多越好&啊，看到的东西都可以说&啊。
5	10.05	11.3761875	sil	sil
6	11.3761875	11.7313125	<A>	&嗯。
7	11.7313125	12.836	sil	sil
8	12.836	14.06	<DEAF>	<DEAF>
9	14.06	14.9664375	sil	sil
10	14.9664375	15.56	<A>	&嗯
11	15.56	17.59	sil	sil
12	17.59	18.17	<A>	还有呢？
13	18.17	27.45125	sil	sil
14	27.45125	30.39	<A>	这里面有什么东西都告诉我&啊&嗯。
15	30.39	34.23	sil	sil
16	34.23	35.031	<B>	这个也说&吗？
17	35.031	37.86	<A>	&嗯都要说这上面的都可以说&啊，
18	37.86	38.3924375	sil	sil
19	38.3924375	40.017875	<DEAF>	<DEAF>
20	40.017875	40.52	<A>	&嗯
21	40.52	41.027875	sil	sil
22	41.027875	41.47	<A>	&嗯
23	41.47	41.87	sil	sil
24	41.87	42.47	<A>	还有呢？
25	42.47	45.247375	<B>	【上海话】
26	45.247375	46.57	<A>	&嗯还有呢？
27	46.57	49.88	sil	sil
28	49.88	50.64	<B>	【上海话】
29	50.64	51.575625	sil	sil
30	51.575625	52.36	<DEAF>	<DEAF>
31	52.36	52.711875	sil	sil
32	52.711875	53.54	<DEAF>	<DEAF>
33	53.54	54.1775	sil	sil
34	54.1775	54.65	<A>	&嗯
35	54.65	55.54	sil	sil
36	55.54	56.24	<A>	还有呢？
37	56.24	60.36	sil	sil
38	60.36	61.634125	<DEAF>	<DEAF>
39	61.634125	63.13	sil	sil
40	63.13	64.51	<A>	&嗯还有&吗？
41	64.51	64.98	sil	sil
42	64.98	65.28	<B>	没有。
43	65.28	65.8930625	sil	sil
44	65.8930625	67.62	<A>	你看到的东西都告诉我&啊，
45	67.62	68.13	sil	sil
46	68.13	69.59	<A>	这个我们通常叫什么？
47	69.59	70.225	sil	sil
48	70.225	70.611625	<DEAF>	<DEAF>
49	70.611625	72.0240625	sil	sil
50	72.0240625	72.7973125	<B>	&嗯这个&吗？
51	72.7973125	73.93	<A>	&嗯就这
52	73.93	74.39	sil	sil
53	74.39	75.14	<A>	这个东西，
54	75.14	79.1663125	sil	sil
55	79.1663125	79.64	<A>	&嗯
56	79.64	80	sil	sil
57	80	82.01	<A>	这个呢这个我们通常叫什么？
58	82.01	83.127375	sil	sil
59	83.127375	83.57	<B>	【上海话】
60	83.57	84.35	sil	sil
61	84.35	84.78	<A>	&嗯
62	84.78	86.068625	sil	sil
63	86.068625	87.88	<A>	这个人呢我们{把}叫他做什么？
64	87.88	89.422125	sil	sil
65	89.422125	92.29	<A>	我们叫什么这个通常我们把它叫做什么？
66	92.29	93.3279375	sil	sil
67	93.3279375	94.23	<B>	【上海话】
68	94.23	95.2	<A>	这个这个人，
69	95.2	96.08	sil	sil
70	96.08	96.41	<A>	&嗯。
71	96.41	97.1746875	sil	sil
72	97.1746875	98.350375	<B>	这人不是拿饼干的&吗？
73	98.350375	100.81225	<A>	&嗯这个人我们通常{叫}他，
74	100.81225	101.27	sil	sil
75	101.27	103.44	<A>	给他个名称他叫什么&嗯，
76	103.44	105.01	sil	sil
77	105.01	107.09	<A>	你觉得这个人是什么&嗯。
78	107.09	109.39	sil	sil
79	109.39	111.1	<A>	这两个人是什么关系&啊？
80	111.1	112.75	sil	sil
81	112.75	113.48	<A>	你觉得。
82	113.48	115.31	sil	sil
83	115.31	116.79	<DEAF>	<DEAF>
84	116.79	118.224875	sil	sil
85	118.224875	118.5641875	<A>	&嗯。
86	118.5641875	119.8720625	<DEAF>	<DEAF>
87	119.8720625	121.686875	<A>	这个是姐姐还是妹妹呢？
88	121.686875	122.39	<B>	&嗯姐姐。
89	122.39	123.0125	sil	sil
90	123.0125	125.34	<A>	&嗯那你觉得这个人是他的什么？
91	125.34	128.5675	sil	sil
92	128.5675	129.36	<DEAF>	<DEAF>
93	129.36	129.8694375	sil	sil
94	129.8694375	130.32	<A>	&嗯
95	130.32	131.19	sil	sil
96	131.19	132.85	<A>	那这个人呢他在做什么呢？
97	132.85	134.99	sil	sil
98	134.99	136.15	<DEAF>	<DEAF>
99	136.15	136.71	sil	sil
100	136.71	137.14	<A>	&嗯
101	137.14	137.63	sil	sil
102	137.63	138.04	<A>	&嗯
103	138.04	140.07	sil	sil
104	140.07	140.75	<A>	还有呢？
105	140.75	145.27	sil	sil
106	145.27	145.88	<A>	还有&吗？
107	145.88	146.9528125	sil	sil
108	146.9528125	147.3946875	<DEAF>	<DEAF>
109	147.3946875	147.8286875	sil	sil
110	147.8286875	149.18	<A>	没有了是吧&嗯好。
