no	start_time	end_time	speaker	value
1	0	1.9674375	<A>	你看这里有一幅图&啊。
2	1.9674375	3.4615	<NOISE>	<NOISE>
3	3.4615	8.5636875	<A>	你看一下这个图片中，有些什么人，他们在做什｛么｝？
4	8.5636875	9.27375	<B>	这个母亲。
5	9.27375	12.4838125	<A>	还有你看到图片里有些什么东西&啊，说的越多越好告诉我。
6	12.4838125	14.6435625	<B>	这个一个母亲一个儿子。
7	14.6435625	15.13175	<A>	&嗯。
8	15.13175	15.98975	<B>	还有一个女儿。
9	15.98975	16.5075	<A>	&嗯。
10	16.5075	17.0104375	<NOISE>	<NOISE>
11	17.0104375	19.1849375	<B>	（儿）/儿子在放饼干。
12	19.1849375	19.5695625	<A>	&嗯。
13	19.5695625	20.905125	<B>	母亲在洗碗。
14	20.905125	21.4968125	<A>	&嗯。
15	21.4968125	22.547125	<B>	东西多了。
16	22.547125	23.198	<A>	&嗯。
17	23.198	24.0855625	<B>	低柜。
18	24.0855625	24.6476875	<A>	&嗯。
19	24.6476875	25.2098125	<NOISE>	<NOISE>
20	25.2098125	28.4938125	<B>	这个是柜子，窗帘，帘户，树木。
21	28.4938125	29.1594375	<A>	&嗯。
22	29.1594375	29.8399375	<NOISE>	<NOISE>
23	29.8399375	31.5424375	<B>	盆子水斗龙头
24	31.5424375	32.0158125	<A>	&嗯。
25	32.0158125	32.740625	<B>	小凳子。
26	32.740625	33.258375	<A>	&嗯。
27	33.258375	36.1429375	<NOISE>	<NOISE>
28	36.1429375	36.986125	<A>	好了。
29	36.986125	37.72	<B>	&啊。
30	37.72	39.552625	<B>	这个窗帘这个。
31	39.552625	40.0851875	<NOISE>	<NOISE>
32	40.0851875	41.446125	<A>	（还有）/还有什么东西呢？
33	41.446125	41.8603125	<NOISE>	<NOISE>
34	41.8603125	43.2064375	<A>	就盆子碟子呀。
35	43.2064375	43.6798125	<A>	&嗯。
36	43.6798125	44.3455	<B>	水。
37	44.3455	45.528875	<NOISE>	<NOISE>
38	45.528875	47.28925	<B>	这（一个）/一个
39	47.28925	49.3601875	<NOISE>	<NOISE>
40	49.3601875	51.261125	<B>	台盆/龙头。
41	51.261125	52.0599375	<B>	哪里
42	52.0599375	54.264	<B>	抹布，这不是台盆吗？
43	54.264	55.2255625	<A>	&哦台盆
44	55.2255625	56.012125	<B>	&嗯抹布。
45	56.012125	57.0155	<A>	看到水怎么了？
46	57.0155	58.184125	<B>	水扑出来了呀？
47	58.184125	58.7018125	<A>	&嗯。
48	58.7018125	59.88525	<NOISE>	<NOISE>
49	59.88525	60.967	<A>	其它没｛有｝了是吧？
50	60.967	62.7	<B>	&唉有高柜低柜呀。
