no	start_time	end_time	speaker	value
1	0	1.7091875	<NOISE>	<NOISE>
2	1.7091875	4.0225625	<A>	好你看&啊，这里有个看图说话&啊。
3	4.0225625	4.3761875	<B>	&嗯。
4	4.3761875	10.59425	<A>	看图说话你看到&啊这些图片中有一些什么人&啊？他们在做什么？你觉得他们在做什么？
5	10.59425	14.5293125	<A>	就把（你）/你把你看到的东西告诉我，越多越好&哦说的越多越好。
6	14.5293125	15.0295	<NOISE>	<NOISE>
7	15.0295	16.6401875	<A>	你看到的都可以说&啊。
8	16.6401875	18.424625	<NOISE>	<NOISE>
9	18.424625	18.993125	<B>	好。
10	18.993125	19.640625	<A>	&嗯。
11	19.640625	23.3041875	<NOISE>	<NOISE>
12	23.3041875	27.8	<NOISE>	<NOISE>
13	27.8	31.872125	<NOISE>	<NOISE>
14	31.872125	35.15675	<B>	那么这个人物这个算哥哥还是弟弟啦。
15	35.15675	36.072625	<A>	&嗯可以呀。
16	36.072625	36.4200625	<B>	&啊？
17	36.4200625	38.8045625	<A>	你可以你哥哥弟弟你觉得是像什么个？
18	38.8045625	39.704625	<NOISE>	<NOISE>
19	39.704625	40.0520625	<A>	&嗯。
20	40.0520625	42.98525	<NOISE>	<NOISE>
21	42.98525	44.7854375	<A>	然后他们在做什么&啊？
22	44.7854375	45.338125	<NOISE>	<NOISE>
23	45.338125	46.6804375	<B>	他拿饼干。
24	46.6804375	47.18575	<A>	&嗯。
25	47.18575	48.7016875	<B>	给姐姐吃，
26	48.7016875	49.75975	<NOISE>	<NOISE>
27	49.75975	52.8035	<B>	（但是）/但是这椅子又像要摔下来了。
28	52.8035	53.263375	<A>	&嗯。
29	53.263375	54.7951875	<NOISE>	<NOISE>
30	54.7951875	57.8705	<B>	那么这个是妈妈，妈妈在
31	57.8705	61.3288125	<NOISE>	<NOISE>
32	61.3288125	61.9130625	<B>	妈妈
33	61.9130625	62.7658125	<NOISE>	<NOISE>
34	62.7658125	64.597625	<B>	这个水开着。
35	64.597625	65.1660625	<A>	&嗯。
36	65.1660625	66.55575	<B>	水开着扑出来。
37	66.55575	67.6453125	<NOISE>	<NOISE>
38	67.6453125	69.99425	<B>	扑出来，妈妈在想心思。
39	69.99425	70.6575	<NOISE>	<NOISE>
40	70.6575	73.5946875	<B>	她这个抹布在擦盆子&啊什么。
41	73.5946875	79.315125	<NOISE>	<NOISE>
42	79.315125	79.804625	<DEAF>	<DEAF>
43	79.804625	82.0628125	<NOISE>	<NOISE>
44	82.0628125	83.6735	<B>	这人要摔下来了。
45	83.6735	84.210375	<NOISE>	<NOISE>
46	84.210375	85.726375	<B>	看不出什么东西。
47	85.726375	86.82	<NOISE>	<NOISE>
48	86.82	88.372625	<B>	你这个上面
49	88.372625	89.2569375	<NOISE>	<NOISE>
50	89.2569375	90.6308125	<B>	没多少东西了嘛。
51	90.6308125	91.325625	<NOISE>	<NOISE>
52	91.325625	92.052	<A>	&嗯。
53	92.052	92.9995	<B>	就这上面的。
54	92.9995	99.064375	<NOISE>	<NOISE>
55	99.064375	101.7765625	<B>	窗帘布外面，窗帘布外面嘛
56	101.7765625	104.113625	<NOISE>	<NOISE>
57	104.113625	105.1243125	<B>	一条路咯。
58	105.1243125	105.69275	<NOISE>	<NOISE>
59	105.69275	106.308625	<A>	&嗯。
60	106.308625	114.09675	<NOISE>	<NOISE>
61	114.09675	116.254625	<A>	&嗯窗帘的路，还有什么？
62	116.254625	124.1818125	<NOISE>	<NOISE>
63	124.1818125	126.0728125	<A>	里面还有一些什么东西&啊你说了？
64	126.0728125	135.0738125	<NOISE>	<NOISE>
65	135.0738125	136.77925	<B>	什么东西比较模糊。
66	136.77925	137.695125	<NOISE>	<NOISE>
67	137.695125	138.22125	<A>	&嗯。
68	138.22125	138.9950625	<NOISE>	<NOISE>
69	138.9950625	140.7320625	<B>	这种东西么种的东西。
70	140.7320625	143.2113125	<A>	&嗯&嗯这是窗外的一些景色。
71	143.2113125	145.3115	<B>	架子和什么这种，这个是
72	145.3115	145.8958125	<NOISE>	<NOISE>
73	145.8958125	146.6259375	<B>	看不出什么东西。
74	146.6259375	147.1433125	<A>	&嗯&嗯。
75	147.1433125	147.71175	<NOISE>	<NOISE>
76	147.71175	148.990875	<B>	这个水扑出来了。
77	148.990875	149.539625	<A>	&嗯。
78	149.539625	151.3871875	<NOISE>	<NOISE>
79	151.3871875	152.461	<B>	手了的抹布。
80	152.461	152.74525	<A>	&嗯。
81	152.74525	153.7874375	<B>	拿的盆子。
82	153.7874375	154.4033125	<A>	&嗯。
83	154.4033125	155.858875	<B>	这个就搞不清楚了，
84	155.858875	158.0036875	<B>	妈的应该照道理摔下来了。
85	158.0036875	158.9669375	<A>	&
86	158.9669375	159.2828125	<B>	&啊。
87	159.2828125	159.5828125	<A>	&嗯。
88	159.5828125	161.28825	<B>	椅子这种样子还不摔&啊。
89	161.28825	161.884375	<A>	&嗯。
90	161.884375	168.579875	<NOISE>	<NOISE>
91	168.579875	169.5905	<A>	其他没有了是吧？
92	169.5905	170.8221875	<B>	&嗯其他没有。
93	170.8221875	171.927625	<A>	&嗯好的呀。
94	171.927625	173.380375	<NOISE>	<NOISE>
95	173.380375	179.5199375	<A>	&啊（就就是）/就是在厨房间对吧？然后很多病人来问我他说这不可能厨房间，我说为什么，
96	179.5199375	181.366875	<A>	厨房间里不可能有这个窗。
97	181.366875	182.3933125	<NOISE>	<NOISE>
98	182.3933125	183.593	<B>	厨房间怎么不会
99	183.593	188.3573125	<A>	对呀，我是觉得这很正常的吧，他们很多人都跟我说厨房间。
100	188.3573125	189.6875	<NOISE>	<NOISE>
