no	start_time	end_time	speaker	value
1	0	3.96	<A>	&噢你看一下这张图片，你告诉我你看到了什么。
2	3.96	6.49	<A>	然后呢看他们在做什么&啊，
3	6.49	11.67	<A>	然后呢把你看到的东西告诉我越多越好，你看到的东西都可以说&啊。
4	11.67	13.66	sil	sil
5	13.66	14.72	<B>	这个小孩
6	14.72	15.26	sil	sil
7	15.26	15.5490625	<B>	他
8	15.5490625	16.8	<NOISE>	<NOISE>
9	16.8	18.54	<B>	站站在这个凳子上，
10	18.54	19.24	sil	sil
11	19.24	21.43	<B>	这凳子已经斜了要倒下来了。
12	21.43	21.8860625	sil	sil
13	21.8860625	25.24	<B>	对吧？那么那个这个大概是姐姐也不知道谁&啊，
14	25.24	25.89	sil	sil
15	25.89	27.31	<B>	去去叫他了大概，
16	27.31	27.8401875	sil	sil
17	27.8401875	28.97	<B>	叫他不要弄了，
18	28.97	30.32	sil	sil
19	30.32	31.58	<B>	就这个意思吧？
20	31.58	32.04	sil	sil
21	32.04	35.2	<NOISE>	<NOISE>
22	35.2	36.33	<B>	这个人是妈妈了。
23	36.33	37.03	sil	sil
24	37.03	40.52	<B>	后面烧了个菜拿个拿个菜盆子端出来了，
25	40.52	41.45	sil	sil
26	41.45	44.3	<B>	这里好像是一棵像是一棵树一样的，
27	44.3	48.36	sil	sil
28	48.36	49.72	<B>	这个是拖鞋，
29	49.72	50.38	sil	sil
30	50.38	51.97	<B>	这个里头是房间。
31	51.97	54.13	sil	sil
32	54.13	55.98	<A>	好那你告诉我这个是什么？
33	55.98	56.6	sil	sil
34	56.6	57.56	<B>	这个是窗呀。
35	57.56	58.02	sil	sil
36	58.02	58.84	<A>	那这个呢？
37	58.84	59.45	sil	sil
38	59.45	60.19	<B>	这个是门。
39	60.19	60.57	sil	sil
40	60.57	61.01	<A>	这个｛呢｝？
41	61.01	61.82	sil	sil
42	61.82	63.47	<B>	这个这个是
43	63.47	64.4	sil	sil
44	64.4	66.042875	<B>	这个是好像是台子。
45	66.042875	66.560625	<A>	&嗯。
46	66.560625	67.84	sil	sil
47	67.84	72.72	<A>	那你刚才说这个不知道是姐姐还是什么&啊，那你告那你告诉我
48	72.72	73.13	sil	sil
49	73.13	75.31	<A>	你觉得这个人是他的什么人？
50	75.31	75.86	sil	sil
51	75.86	77.415125	<B>	这个人是他的弟弟吧。
52	77.415125	78.3093125	<A>	&啊好的。
53	78.3093125	78.87925	<B>	&嗯。
54	78.87925	79.744	<NOISE>	<NOISE>
