no	start_time	end_time	speaker	value
1	0	1.046125	<NOISE>	<NOISE>
2	1.046125	1.4734375	<A>	对吧？
3	1.4734375	1.8418125	<B>	&嗯。
4	1.8418125	3.81625	<A>	来，这里一幅图&啊。
5	3.81625	4.5235625	<NOISE>	<NOISE>
6	4.5235625	11.2720625	<A>	重新把你看到的说一下，看说的越多越好&啊。你看他们这些人在做什么？里面有些什么东西？
7	11.2720625	11.8761875	<B>	&嗯。
8	11.8761875	12.221	<A>	好。
9	12.221	13.8389375	<NOISE>	<NOISE>
10	13.8389375	15.4004375	<B>	这个小孩给她拿饼干。
11	15.4004375	15.9816875	<A>	&嗯。
12	15.9816875	16.8141875	<B>	拿。
13	16.8141875	17.2854375	<A>	&嗯。
14	17.2854375	18.149375	<B>	这个女
15	18.149375	18.8405625	<NOISE>	<NOISE>
16	18.8405625	22.92525	<B>	（女女）/女小孩的话你这在（接）/接着它饼干。
17	22.92525	23.3965	<A>	&嗯。
18	23.3965	23.742125	<B>	&啊。
19	23.742125	24.291875	<NOISE>	<NOISE>
20	24.291875	25.5799375	<B>	还在这擦镜子。
21	25.5799375	25.9569375	<A>	&嗯。
22	25.9569375	26.459625	<B>	&嗯
23	26.459625	27.44925	<NOISE>	<NOISE>
24	27.44925	29.5184375	<B>	&哦不是擦盘子不是镜子&啊。
25	29.5184375	30.0811875	<A>	盘子&嗯。
26	30.0811875	31.2593125	<DEAF>	<DEAF>
27	31.2593125	31.9190625	<A>	&嗯。
28	31.9190625	32.5630625	<B>	擦盘子。
29	32.5630625	33.2228125	<A>	&嗯
30	33.2228125	34.2124375	<NOISE>	<NOISE>
31	34.2124375	34.8721875	<A>	好啦？
32	34.8721875	35.4376875	<B>	&啊？
33	35.4376875	36.034625	<A>	好啦？
34	36.034625	36.6629375	<NOISE>	<NOISE>
35	36.6629375	38.119375	<A>	还有一些什么东西呀？
36	38.119375	39.705875	<B>	还有什么东西，&噢
37	39.705875	41.685125	<NOISE>	<NOISE>
38	41.685125	43.460625	<B>	还有么盘子/碗。
39	43.460625	43.743375	<A>	&嗯。
40	43.743375	45.879625	<B>	(这个槽)/这个槽子
41	45.879625	46.4765625	<NOISE>	<NOISE>
42	46.4765625	48.6220625	<B>	这是（水）/水流出来了。
43	48.6220625	49.01475	<A>	&嗯。
44	49.01475	49.6116875	<B>	对吧？
45	49.6116875	49.9258125	<A>	&嗯。
46	49.9258125	51.041125	<B>	这就是
47	51.041125	53.381625	<NOISE>	<NOISE>
48	53.381625	54.6225	<B>	&嗯
49	54.6225	55.517875	<NOISE>	<NOISE>
50	55.517875	57.3124375	<B>	洗手池的水满出来了。
51	57.3124375	57.6894375	<A>	&嗯。
52	57.6894375	58.0664375	<B>	对吧？
53	58.0664375	58.6005	<A>	&嗯。
54	58.6005	59.166	<NOISE>	<NOISE>
55	59.166	60.9566875	<B>	（这）/这个板凳已经歪了呀。
56	60.9566875	61.537875	<A>	&嗯。
57	61.537875	62.3546875	<B>	要倒下来了。
58	62.3546875	63.93725	<A>	（&嗯&嗯）/&嗯。
59	63.93725	65.099625	<NOISE>	<NOISE>
60	65.099625	66.92175	<B>	这个是柜子，柜子门打开来。
61	66.92175	67.534375	<A>	&嗯。
62	67.534375	67.989875	<B>	&啊
63	67.989875	68.791	<NOISE>	<NOISE>
64	68.791	69.82775	<B>	这个是
65	69.82775	70.5816875	<NOISE>	<NOISE>
66	70.5816875	71.4018125	<B>	厨房间的
67	71.4018125	71.8788125	<NOISE>	<NOISE>
68	71.8788125	72.44225	<B>	窗帘。
69	72.44225	72.81925	<A>	&嗯。
70	72.81925	75.61525	<B>	还有外面的树。
71	75.61525	75.9294375	<A>	&嗯。
72	75.9294375	76.4635	<B>	碗。
73	76.4635	77.1389375	<A>	&嗯。
74	77.1389375	77.531625	<B>	&嗯。
75	77.531625	78.913875	<NOISE>	<NOISE>
76	78.913875	83.5945	<B>	（这）/这也是&呃收藏柜，这也是收藏柜。
77	83.5945	84.756875	<A>	&嗯很好&啊。
78	84.756875	85.306625	<NOISE>	<NOISE>
79	85.306625	85.8564375	<A>	很好。
80	85.8564375	87.914125	<NOISE>	<NOISE>
81	87.914125	88.846875	<A>	没有了是吧？
82	88.846875	89.3806875	<B>	&啊？
83	89.3806875	90.5618125	<A>	没有了对吧？
84	90.5618125	91.16375	<B>	没有了。
85	91.16375	92.731	<A>	&嗯很好&啊，说得很好。
86	92.731	94.34	<NOISE>	<NOISE>
