no	start_time	end_time	speaker	value
1	0	9.89	<NOISE>	<NOISE>
2	9.89	12.36	<A>	好现在给您开一幅图&啊，
3	12.36	13.17	sil	sil
4	13.17	16.45	<A>	您把这个图上您看到的东西告诉我，
5	16.45	17.08	sil	sil
6	17.08	17.85	<A>	这幅图&啊
7	17.85	21.75	<A>	这幅图上您看到的东西，以及他们在干什么
8	21.75	23.2936875	<A>	您看到都可以告诉我&啊。
9	23.2936875	25.3646875	<B>	这个在这个在洗盘子。
10	25.3646875	25.74	<A>	&嗯。
11	25.74	36.59	sil	sil
12	36.59	37.82	<B>	｛这个人｝在拿饼干。
13	37.82	38.21	sil	sil
14	38.21	38.68	<A>	&嗯
15	38.68	40.56	sil	sil
16	40.56	43.07775	<B>	这个｛人｝手帮助他拿｛饼干｝。
17	43.07775	43.59	<A>	&嗯。
18	43.59	47.35	sil	sil
19	47.35	48.4	<B>	他要摔跤了。
20	48.4	48.82	sil	sil
21	48.82	50.03	<B>	｛这个｝凳子在这里
22	50.03	50.78	sil	sil
23	50.78	51.67	<B>	站不稳了。
24	51.67	52.05	sil	sil
25	52.05	52.42	<A>	&嗯。
26	52.42	53.52	sil	sil
27	53.52	54.49	<B>	这是他洗
28	54.49	54.89	sil	sil
29	54.89	57.79	<B>	洗碗的时候连水都要拿出来。
30	57.79	58.31	sil	sil
31	58.31	58.68	<A>	&嗯。
32	58.68	68.95	sil	sil
33	68.95	69.703125	<B>	没有了。
34	69.703125	70.19	<A>	&嗯。
35	70.19	70.88	sil	sil
36	70.88	71.33	<A>	好。
37	71.33	71.66	sil	sil
38	71.66	74.24	<A>	您看一下哈就这些东西，我们叫它什么呀？
39	74.24	79.9819375	sil	sil
40	79.9819375	81.38725	<B>	&唉叫｛这｝叫什么？
41	81.38725	82.95	<A>	或都这上面的东西｛叫什么｝？
42	82.95	84.094375	sil	sil
43	84.094375	84.97	<B>	这个叫
44	84.97	86.13	sil	sil
45	86.13	87.0973125	<B>	什么橱&啊？
46	87.0973125	87.48	<A>	&嗯。
47	87.48	88.44	sil	sil
48	88.44	89.057375	<B>	｛这个叫｝碗橱。
49	89.057375	92.12	<A>	&嗯好那他们俩是什么关系呀？
50	92.12	93.6	sil	sil
51	93.6	95.499875	<B>	｛他们｝可能是兄弟吧姐妹。
52	95.499875	96.6	<A>	&嗯好的。
53	96.6	97	sil	sil
54	97	98.591625	<A>	好可以了&啊。
55	98.591625	100.352	<NOISE>	<NOISE>
