no	start_time	end_time	speaker	value
1	0	5.21	<A>	你看一下这个图片&啊，然后请告诉我一下你看到了什么，
2	5.21	7.38	<A>	然后呢看他们在做什么，
3	7.38	8.02	sil	sil
4	8.02	13.59	<A>	把你看到的东西都可以告诉我&啊越多越好，你看到的东西都可以说&啊。
5	13.59	17.78	sil	sil
6	17.78	21.72625	<B>	一个小女孩一男孩一个他的妈妈大概。
7	21.72625	22.75	sil	sil
8	22.75	24.11	<B>	这下面是台子，
9	24.11	24.72	sil	sil
10	24.72	25.29	<B>	这个是
11	25.29	26.27	sil	sil
12	26.27	26.97	<B>	盆子，
13	26.97	27.76	sil	sil
14	27.76	28.62	<B>	这是碗，
15	28.62	33.09	sil	sil
16	33.09	34.88	<B>	这是水龙头，
17	34.88	36.01	sil	sil
18	36.01	36.72	<B>	这个是一个
19	36.72	41.97	sil	sil
20	41.97	43.643	<B>	【上海话】
21	43.643	46.13825	sil	sil
22	46.13825	47.38	<B>	妈妈在擦
23	47.38	49.29	sil	sil
24	49.29	49.87	<B>	盆子。
25	49.87	50.72	sil	sil
26	50.72	51.53	<B>	小孩呢
27	51.53	52.09	sil	sil
28	52.09	56.28	<B>	那个凳子呢上面去拿饼干，但是凳子没有放好，
29	56.28	56.81	sil	sil
30	56.81	58.13	<B>	凳子要跌下来了。
31	58.13	58.7	sil	sil
32	58.7	60.14	<B>	他可能人也要摔
33	60.14	61.15	sil	sil
34	61.15	61.85	<B>	跌下来了。
35	61.85	64.67	sil	sil
36	64.67	68.44	<A>	这样&啊你告诉我一下你觉得他是她的什么人呢？
37	68.44	70.93	sil	sil
38	70.93	72.54	<B>	大约是弟弟吧。
39	72.54	73.55	sil	sil
40	73.55	74.56	<A>	好可以。
