name;frameTime;Loudness_sma3;alphaRatio_sma3;hammarbergIndex_sma3;slope0-500_sma3;slope500-1500_sma3;spectralFlux_sma3;mfcc1_sma3;mfcc2_sma3;mfcc3_sma3;mfcc4_sma3;F0semitoneFrom27.5Hz_sma3nz;jitterLocal_sma3nz;shimmerLocaldB_sma3nz;HNRdBACF_sma3nz;logRelF0-H1-H2_sma3nz;logRelF0-H1-A3_sma3nz;F1frequency_sma3nz;F1bandwidth_sma3nz;F1amplitudeLogRelF0_sma3nz;F2frequency_sma3nz;F2amplitudeLogRelF0_sma3nz;F3frequency_sma3nz;F3amplitudeLogRelF0_sma3nz
'P0262_0416';0.000000;7.287496e-03;2.278463e-01;7.299076e+00;5.545091e-02;3.857226e-02;1.784936e-04;-1.107620e+00;6.589103e+00;5.229064e+00;5.143356e+00;0;0;0;0;0;0;9.245385e+02;1.162756e+03;-201;1.862020e+03;-201;2.717699e+03;-201
'P0262_0416';0.010000;9.030548e-03;-5.146753e+00;1.333823e+01;6.156257e-02;3.334062e-02;4.199736e-04;5.179919e+00;1.009610e+01;9.455091e+00;8.356806e+00;0;0;0;0;0;0;9.333100e+02;1.235934e+03;-201;1.853148e+03;-201;2.705509e+03;-201
'P0262_0416';0.020000;1.061071e-02;-9.931437e+00;1.882718e+01;6.618983e-02;2.440304e-02;6.134912e-04;1.175203e+01;1.316826e+01;9.246592e+00;5.856958e+00;0;0;0;0;0;0;9.175806e+02;1.277527e+03;-201;1.836294e+03;-201;2.689612e+03;-201
'P0262_0416';0.030000;1.127089e-02;-1.163276e+01;1.996351e+01;6.676438e-02;1.402098e-02;5.770578e-04;1.382682e+01;1.461963e+01;7.979744e+00;4.249056e+00;0;0;0;0;0;0;6.267603e+02;1.604587e+03;-201;1.492688e+03;-201;2.370332e+03;-201
'P0262_0416';0.040000;1.106408e-02;-1.181603e+01;2.093528e+01;6.761346e-02;1.078273e-02;4.638069e-04;1.435128e+01;1.591874e+01;5.324809e+00;-5.085030e-01;0;0;0;0;0;0;6.237338e+02;1.550957e+03;-201;1.546483e+03;-201;2.406815e+03;-201
'P0262_0416';0.050000;1.066432e-02;-1.147170e+01;2.045813e+01;7.012618e-02;1.139238e-02;4.544626e-04;1.327368e+01;1.652899e+01;5.469153e+00;-1.535031e+00;0;0;0;0;0;0;6.360352e+02;1.543343e+03;-201;1.568200e+03;-201;2.427717e+03;-201
'P0262_0416';0.060000;1.062046e-02;-1.110045e+01;1.855167e+01;7.273740e-02;1.294532e-02;5.097254e-04;1.320506e+01;1.620018e+01;6.546871e+00;-2.374810e+00;0;0;0;0;0;0;7.080112e+02;1.299202e+03;-201;1.675339e+03;-201;2.571494e+03;-201
'P0262_0416';0.070000;1.065544e-02;-1.289051e+01;1.968492e+01;6.428247e-02;1.161077e-02;7.359553e-04;1.371230e+01;1.841361e+01;1.019774e+01;6.385090e-01;0;0;0;0;0;0;6.901623e+02;1.301966e+03;-201;1.649134e+03;-201;2.541973e+03;-201
'P0262_0416';0.080000;1.110255e-02;-1.519423e+01;2.316965e+01;6.002238e-02;1.174072e-02;7.923880e-04;1.569811e+01;2.062620e+01;1.532780e+01;5.755351e+00;0;0;0;0;0;0;6.328007e+02;1.484962e+03;-201;1.606572e+03;-201;2.529573e+03;-201
'P0262_0416';0.090000;1.083935e-02;-1.759982e+01;2.784478e+01;4.649640e-02;1.362734e-02;8.601795e-04;1.683019e+01;2.289818e+01;1.665756e+01;1.037410e+01;0;0;0;0;0;0;7.533591e+02;1.441856e+03;-201;1.695302e+03;-201;2.612169e+03;-201
'P0262_0416';0.100000;1.116482e-02;-1.700368e+01;2.731200e+01;5.471409e-02;1.428364e-02;8.407542e-04;1.794587e+01;2.145969e+01;1.425289e+01;7.801498e+00;0;0;0;0;0;0;7.413774e+02;1.468074e+03;-201;1.672328e+03;-201;2.618475e+03;-201
'P0262_0416';0.110000;1.073659e-02;-1.654248e+01;2.537142e+01;4.710984e-02;1.525988e-02;8.163291e-04;1.779429e+01;2.115310e+01;1.089941e+01;7.853940e+00;0;0;0;0;0;0;8.163980e+02;1.434310e+03;-201;1.715990e+03;-201;2.543052e+03;-201
'P0262_0416';0.120000;1.062709e-02;-1.587686e+01;2.316247e+01;4.563089e-02;1.544535e-02;7.796941e-04;1.691149e+01;2.083755e+01;1.292856e+01;6.671186e+00;0;0;0;0;0;0;8.167048e+02;1.472374e+03;-201;1.731053e+03;-201;2.564165e+03;-201
'P0262_0416';0.130000;1.058492e-02;-1.501967e+01;2.294641e+01;4.362118e-02;1.998403e-02;7.055948e-04;1.570243e+01;1.997128e+01;1.256548e+01;7.912387e+00;0;0;0;0;0;0;8.222696e+02;1.574472e+03;-201;1.692208e+03;-201;2.538610e+03;-201
'P0262_0416';0.140000;1.149061e-02;-1.389947e+01;2.247854e+01;4.786152e-02;2.057762e-02;7.752818e-04;1.321413e+01;1.997519e+01;1.653374e+01;7.017893e+00;0;0;0;0;0;0;8.610485e+02;1.574648e+03;-201;1.708098e+03;-201;2.650989e+03;-201
'P0262_0416';0.150000;1.216235e-02;-1.109676e+01;1.941483e+01;5.923730e-02;2.039820e-02;7.206438e-04;1.021691e+01;1.902256e+01;1.898932e+01;2.161822e+00;0;0;0;0;0;0;8.808307e+02;1.515749e+03;-201;1.752613e+03;-201;2.653572e+03;-201
'P0262_0416';0.160000;1.274073e-02;-1.112171e+01;1.799647e+01;5.355474e-02;1.540778e-02;7.604486e-04;9.226317e+00;2.067240e+01;2.503436e+01;5.416080e-01;0;0;0;0;0;0;7.379442e+02;1.491189e+03;-201;1.656910e+03;-201;2.493043e+03;-201
'P0262_0416';0.170000;1.251107e-02;-8.855813e+00;1.491239e+01;5.729431e-02;1.677517e-02;9.026232e-04;8.851382e+00;1.731689e+01;2.262654e+01;-3.615101e+00;0;0;0;0;0;0;7.335301e+02;1.335752e+03;-201;1.687171e+03;-201;2.450487e+03;-201
'P0262_0416';0.180000;1.252871e-02;-7.016428e+00;1.289391e+01;6.044300e-02;1.562862e-02;8.534249e-04;8.349700e+00;1.343100e+01;2.099904e+01;-3.748416e+00;0;0;0;0;0;0;7.352884e+02;1.359631e+03;-201;1.660824e+03;-201;2.454928e+03;-201
'P0262_0416';0.190000;1.261489e-02;-4.472697e+00;1.008584e+01;5.943745e-02;1.846031e-02;7.167034e-04;6.589470e+00;1.032688e+01;1.778426e+01;-6.057880e+00;0;0;0;0;0;0;8.803641e+02;1.442114e+03;-201;1.835858e+03;-201;2.660622e+03;-201
'P0262_0416';0.200000;1.394009e-02;-3.924093e+00;8.896397e+00;5.841081e-02;1.375525e-02;4.758113e-04;5.822296e+00;9.873947e+00;1.689359e+01;-9.868842e+00;0;0;0;0;0;0;7.042383e+02;1.570459e+03;-201;1.672136e+03;-201;2.418053e+03;-201
'P0262_0416';0.210000;1.505476e-02;-5.241211e+00;1.106469e+01;4.831365e-02;1.416718e-02;6.402137e-04;7.095303e+00;1.069401e+01;1.717333e+01;-1.045997e+01;0;0;0;0;0;0;7.335171e+02;1.612490e+03;-201;1.728618e+03;-201;2.450224e+03;-201
'P0262_0416';0.220000;1.523683e-02;-4.319909e+00;1.017138e+01;5.604266e-02;1.485393e-02;7.216243e-04;7.329220e+00;7.386265e+00;1.332926e+01;-1.002766e+01;0;0;0;0;0;0;7.814160e+02;1.461557e+03;-201;1.743071e+03;-201;2.455195e+03;-201
'P0262_0416';0.230000;1.495072e-02;-5.459520e+00;1.188108e+01;6.750519e-02;1.322982e-02;7.772821e-04;7.555973e+00;5.858221e+00;1.279848e+01;-9.567645e+00;0;0;0;0;0;0;7.532809e+02;1.412831e+03;-201;1.798854e+03;-201;2.663626e+03;-201
'P0262_0416';0.240000;1.510757e-02;-5.432697e+00;9.454495e+00;8.471921e-02;6.742079e-03;7.302982e-04;8.006907e+00;6.292389e+00;1.340984e+01;-1.235213e+01;0;0;0;0;0;0;5.974418e+02;1.439155e+03;-201;1.710529e+03;-201;2.613848e+03;-201
'P0262_0416';0.250000;1.571940e-02;-6.793375e+00;1.032725e+01;7.853483e-02;7.328964e-04;6.965527e-04;8.954413e+00;7.887116e+00;1.479282e+01;-1.455834e+01;0;0;0;0;0;0;5.236334e+02;1.471751e+03;-201;1.643331e+03;-201;2.574158e+03;-201
'P0262_0416';0.260000;1.625891e-02;-5.805328e+00;9.108457e+00;6.741660e-02;2.429877e-03;6.765338e-04;1.013259e+01;6.392541e+00;1.429492e+01;-1.412870e+01;0;0;0;0;0;0;6.858499e+02;1.438414e+03;-201;1.734684e+03;-201;2.625147e+03;-201
'P0262_0416';0.270000;1.604046e-02;-5.704655e+00;1.054250e+01;6.795267e-02;6.289341e-03;6.998447e-04;9.413823e+00;3.906453e+00;1.063305e+01;-1.546666e+01;0;0;0;0;0;0;8.289540e+02;1.343011e+03;-201;1.810681e+03;-201;2.661808e+03;-201
'P0262_0416';0.280000;1.535931e-02;-6.304888e+00;1.109412e+01;8.730075e-02;7.000998e-03;7.171463e-04;9.350836e+00;4.200431e+00;8.201543e+00;-1.722060e+01;0;0;0;0;0;0;8.814084e+02;1.320488e+03;-201;1.835802e+03;-201;2.664100e+03;-201
'P0262_0416';0.290000;1.506435e-02;-8.395909e+00;1.412751e+01;1.034453e-01;6.695798e-03;7.712992e-04;1.024581e+01;4.711389e+00;4.562702e+00;-1.820382e+01;0;0;0;0;0;0;8.783753e+02;1.309640e+03;-201;1.819132e+03;-201;2.662153e+03;-201
'P0262_0416';0.300000;1.447695e-02;-8.527974e+00;1.545956e+01;1.052367e-01;8.513601e-03;7.402760e-04;1.063257e+01;5.016007e+00;2.682390e+00;-1.759473e+01;0;0;0;0;0;0;8.633772e+02;1.245770e+03;-201;1.800752e+03;-201;2.650977e+03;-201
'P0262_0416';0.310000;1.457871e-02;-9.353690e+00;1.820899e+01;1.076580e-01;8.806277e-03;7.445978e-04;1.085599e+01;3.677599e+00;2.054089e+00;-1.726927e+01;0;0;0;0;0;0;8.571644e+02;1.185729e+03;-201;1.805007e+03;-201;2.663161e+03;-201
'P0262_0416';0.320000;1.403240e-02;-9.831608e+00;1.924802e+01;9.176942e-02;1.693366e-02;7.290879e-04;1.157633e+01;6.299305e+00;6.353231e+00;-9.950843e+00;0;0;0;0;0;0;8.876772e+02;1.165313e+03;-201;1.774572e+03;-201;2.634271e+03;-201
'P0262_0416';0.330000;1.419602e-02;-1.077688e+01;2.034468e+01;8.938736e-02;1.578979e-02;7.232266e-04;1.230864e+01;6.616092e+00;5.881960e+00;-7.414948e+00;0;0;0;0;0;0;8.961664e+02;1.208728e+03;-201;1.763576e+03;-201;2.606758e+03;-201
'P0262_0416';0.340000;1.341310e-02;-9.002258e+00;1.776225e+01;7.411188e-02;2.049115e-02;7.386910e-04;1.240705e+01;7.229347e+00;5.344766e+00;-3.002904e+00;0;0;0;0;0;0;8.987855e+02;1.216110e+03;-201;1.755295e+03;-201;2.603627e+03;-201
'P0262_0416';0.350000;1.268699e-02;-7.947939e+00;1.712675e+01;7.578448e-02;1.780295e-02;6.564194e-04;1.184087e+01;5.719483e+00;1.428637e+00;-4.608580e+00;0;0;0;0;0;0;8.788120e+02;1.134352e+03;-201;1.791521e+03;-201;2.633575e+03;-201
'P0262_0416';0.360000;1.188215e-02;-8.069412e+00;1.820546e+01;7.924686e-02;1.864480e-02;5.730998e-04;1.169046e+01;4.773651e+00;-2.492838e+00;-6.458777e+00;0;0;0;0;0;0;8.653748e+02;1.137351e+03;-201;1.765891e+03;-201;2.626454e+03;-201
