name;frameTime;Loudness_sma3;alphaRatio_sma3;hammarbergIndex_sma3;slope0-500_sma3;slope500-1500_sma3;spectralFlux_sma3;mfcc1_sma3;mfcc2_sma3;mfcc3_sma3;mfcc4_sma3;F0semitoneFrom27.5Hz_sma3nz;jitterLocal_sma3nz;shimmerLocaldB_sma3nz;HNRdBACF_sma3nz;logRelF0-H1-H2_sma3nz;logRelF0-H1-A3_sma3nz;F1frequency_sma3nz;F1bandwidth_sma3nz;F1amplitudeLogRelF0_sma3nz;F2frequency_sma3nz;F2amplitudeLogRelF0_sma3nz;F3frequency_sma3nz;F3amplitudeLogRelF0_sma3nz
'P0088_0191';0.000000;2.005958e-02;-2.499051e+00;9.362005e+00;1.848719e-02;2.841626e-02;2.708124e-04;1.076969e+01;-5.994313e+00;2.903894e+00;2.435274e+00;0;0;0;0;0;0;8.514834e+02;1.360838e+03;-201;1.674855e+03;-201;2.570458e+03;-201
'P0088_0191';0.010000;2.029624e-02;-1.585848e+00;7.777296e+00;2.543374e-02;3.163382e-02;5.641214e-04;9.213539e+00;-6.489566e+00;3.679241e+00;2.712661e+00;0;0;0;0;0;0;8.526904e+02;1.261792e+03;-201;1.715157e+03;-201;2.574762e+03;-201
'P0088_0191';0.020000;2.134981e-02;8.807967e-01;5.679404e+00;3.228973e-02;3.604206e-02;9.561707e-04;7.210654e+00;-9.578239e+00;4.678102e+00;3.987439e+00;0;0;0;0;0;0;8.782834e+02;1.151751e+03;-201;1.765572e+03;-201;2.610986e+03;-201
'P0088_0191';0.030000;2.250935e-02;1.646608e+00;5.504946e+00;2.770321e-02;3.719156e-02;9.984063e-04;6.622992e+00;-9.869509e+00;5.684200e+00;4.594769e+00;0;0;0;0;0;0;9.064075e+02;1.163273e+03;-201;1.843134e+03;-201;2.649329e+03;-201
'P0088_0191';0.040000;2.306434e-02;3.202371e+00;5.864060e+00;3.306535e-02;3.931236e-02;1.002750e-03;5.529414e+00;-1.157030e+01;5.373492e+00;4.291767e+00;0;0;0;0;0;0;9.349236e+02;1.159915e+03;-201;1.871008e+03;-201;2.618577e+03;-201
'P0088_0191';0.050000;2.281953e-02;2.215595e+00;5.641837e+00;3.064738e-02;3.618959e-02;8.945962e-04;5.598784e+00;-1.024945e+01;4.450823e+00;3.243595e+00;0;0;0;0;0;0;9.172036e+02;1.219077e+03;-201;1.858228e+03;-201;2.608995e+03;-201
'P0088_0191';0.060000;2.274912e-02;1.038327e+00;6.551514e+00;2.505047e-02;3.659202e-02;8.676571e-04;6.305201e+00;-8.421996e+00;5.321930e+00;3.497503e+00;0;0;0;0;0;0;8.454377e+02;1.254819e+03;-201;1.766373e+03;-201;2.561086e+03;-201
'P0088_0191';0.070000;2.260161e-02;-2.413196e-01;7.548603e+00;2.006328e-02;3.220674e-02;8.678286e-04;7.160223e+00;-7.301706e+00;4.532575e+00;2.131388e+00;0;0;0;0;0;0;6.799191e+02;1.339565e+03;-201;1.565752e+03;-201;2.421819e+03;-201
'P0088_0191';0.080000;2.193329e-02;-6.032976e-01;9.099892e+00;2.231825e-02;3.405467e-02;8.564984e-04;7.780141e+00;-6.875483e+00;3.028296e+00;1.740717e+00;0;0;0;0;0;0;6.910406e+02;1.469988e+03;-201;1.604065e+03;-201;2.389776e+03;-201
'P0088_0191';0.090000;2.138564e-02;7.078425e-01;7.077511e+00;2.685893e-02;3.552831e-02;8.457251e-04;6.387871e+00;-8.267348e+00;4.377650e+00;7.676473e-01;0;0;0;0;0;0;7.624990e+02;1.348691e+03;-201;1.715688e+03;-201;2.420066e+03;-201
