name;frameTime;Loudness_sma3;alphaRatio_sma3;hammarbergIndex_sma3;slope0-500_sma3;slope500-1500_sma3;spectralFlux_sma3;mfcc1_sma3;mfcc2_sma3;mfcc3_sma3;mfcc4_sma3;F0semitoneFrom27.5Hz_sma3nz;jitterLocal_sma3nz;shimmerLocaldB_sma3nz;HNRdBACF_sma3nz;logRelF0-H1-H2_sma3nz;logRelF0-H1-A3_sma3nz;F1frequency_sma3nz;F1bandwidth_sma3nz;F1amplitudeLogRelF0_sma3nz;F2frequency_sma3nz;F2amplitudeLogRelF0_sma3nz;F3frequency_sma3nz;F3amplitudeLogRelF0_sma3nz
'P0092_0199';0.000000;1.473517e-02;-4.159040e+00;1.271028e+01;2.430196e-02;3.420966e-02;1.930025e-04;6.817981e+00;6.091642e+00;7.679675e+00;7.815271e+00;0;0;0;0;0;0;9.207762e+02;1.183051e+03;-201;1.766148e+03;-201;2.617091e+03;-201
'P0092_0199';0.010000;1.554013e-02;-5.152064e+00;1.406445e+01;2.779303e-02;3.074694e-02;4.545309e-04;8.322360e+00;6.954969e+00;9.656620e+00;7.578653e+00;0;0;0;0;0;0;9.375381e+02;1.453764e+03;-201;1.674198e+03;-201;2.583812e+03;-201
'P0092_0199';0.020000;1.584538e-02;-5.281417e+00;1.536450e+01;2.750246e-02;3.100907e-02;7.289831e-04;9.600961e+00;5.734638e+00;9.224694e+00;7.615190e+00;0;0;0;0;0;0;9.398310e+02;1.448390e+03;-201;1.671473e+03;-201;2.585463e+03;-201
'P0092_0199';0.030000;1.565613e-02;-5.899443e+00;1.667244e+01;3.150510e-02;2.676483e-02;8.035948e-04;1.077770e+01;5.166349e+00;5.792410e+00;2.076274e+00;0;0;0;0;0;0;8.997462e+02;1.454273e+03;-201;1.654630e+03;-201;2.606973e+03;-201
'P0092_0199';0.040000;1.561683e-02;-4.946770e+00;1.540420e+01;2.997203e-02;2.954526e-02;7.398010e-04;1.005931e+01;3.621660e+00;3.515902e+00;1.135455e+00;0;0;0;0;0;0;8.835419e+02;1.198946e+03;-201;1.729986e+03;-201;2.640777e+03;-201
'P0092_0199';0.050000;1.581921e-02;-4.313891e+00;1.364035e+01;3.074967e-02;2.751120e-02;6.798779e-04;8.977659e+00;3.852286e+00;4.312541e+00;1.636463e+00;0;0;0;0;0;0;9.011942e+02;1.298817e+03;-201;1.735443e+03;-201;2.660479e+03;-201
'P0092_0199';0.060000;1.613855e-02;-4.040375e+00;1.243818e+01;2.695988e-02;2.949394e-02;6.573756e-04;9.020774e+00;4.310963e+00;6.125699e+00;6.722518e+00;0;0;0;0;0;0;9.011636e+02;1.412456e+03;-201;1.686792e+03;-201;2.608323e+03;-201
'P0092_0199';0.070000;1.581336e-02;-4.105306e+00;1.378487e+01;2.005395e-02;2.604710e-02;6.801572e-04;8.466521e+00;4.295592e+00;6.904684e+00;7.834129e+00;0;0;0;0;0;0;7.450761e+02;1.406030e+03;-201;1.571755e+03;-201;2.460411e+03;-201
'P0092_0199';0.080000;1.589727e-02;-3.474071e+00;1.467185e+01;1.985121e-02;2.629576e-02;6.851433e-04;9.078574e+00;2.894058e+00;4.761861e+00;7.435724e+00;0;0;0;0;0;0;7.102202e+02;1.605221e+03;-201;1.537428e+03;-201;2.462400e+03;-201
'P0092_0199';0.090000;1.603424e-02;-2.503028e+00;1.398526e+01;1.633825e-02;3.334539e-02;6.381777e-04;8.274150e+00;1.483245e+00;6.019524e+00;7.428633e+00;0;0;0;0;0;0;7.440372e+02;1.525629e+03;-201;1.579868e+03;-201;2.512406e+03;-201
'P0092_0199';0.100000;1.563005e-02;-1.626675e+00;1.188740e+01;2.162717e-02;3.783329e-02;6.396961e-04;8.041479e+00;7.679460e-01;4.368336e+00;8.092978e+00;0;0;0;0;0;0;9.585399e+02;1.671692e+03;-201;1.763333e+03;-201;2.688628e+03;-201
'P0092_0199';0.110000;1.530909e-02;-2.109903e+00;1.108183e+01;1.930652e-02;3.834099e-02;5.768551e-04;7.689359e+00;1.552896e+00;6.109314e+00;7.297956e+00;0;0;0;0;0;0;9.641162e+02;1.652559e+03;-201;1.740183e+03;-201;2.664619e+03;-201
