name;frameTime;Loudness_sma3;alphaRatio_sma3;hammarbergIndex_sma3;slope0-500_sma3;slope500-1500_sma3;spectralFlux_sma3;mfcc1_sma3;mfcc2_sma3;mfcc3_sma3;mfcc4_sma3;F0semitoneFrom27.5Hz_sma3nz;jitterLocal_sma3nz;shimmerLocaldB_sma3nz;HNRdBACF_sma3nz;logRelF0-H1-H2_sma3nz;logRelF0-H1-A3_sma3nz;F1frequency_sma3nz;F1bandwidth_sma3nz;F1amplitudeLogRelF0_sma3nz;F2frequency_sma3nz;F2amplitudeLogRelF0_sma3nz;F3frequency_sma3nz;F3amplitudeLogRelF0_sma3nz
'P0084_0187';0.000000;5.248720e-02;-6.588689e+00;1.551480e+01;7.622171e-02;2.579902e-02;1.314825e-03;1.972001e+01;-3.743702e+00;9.750455e+00;5.230187e+00;0;0;0;0;0;0;5.480898e+02;1.637534e+03;-201;1.470978e+03;-201;2.353831e+03;-201
'P0084_0187';0.010000;5.587567e-02;-4.579415e+00;1.260909e+01;6.339616e-02;2.589814e-02;2.651645e-03;1.334536e+01;-1.641490e+00;7.247912e+00;4.648662e+00;0;0;0;0;0;0;5.886380e+02;1.459892e+03;-201;1.478069e+03;-201;2.349686e+03;-201
'P0084_0187';0.020000;5.420109e-02;-3.669736e+00;1.019423e+01;4.742335e-02;2.346704e-02;3.766143e-03;9.285608e+00;6.576800e-01;7.309849e+00;4.980576e+00;0;0;0;0;0;0;8.093640e+02;1.397213e+03;-201;1.662869e+03;-201;2.491431e+03;-201
'P0084_0187';0.030000;4.894564e-02;-4.634336e+00;9.947555e+00;5.162464e-02;2.292338e-02;3.371671e-03;1.175726e+01;2.056597e-01;8.008737e+00;5.977473e+00;0;0;0;0;0;0;7.497855e+02;1.426379e+03;-201;1.570349e+03;-201;2.413583e+03;-201
'P0084_0187';0.040000;4.358932e-02;-5.640298e+00;1.201589e+01;5.467427e-02;2.297086e-02;3.156866e-03;1.396868e+01;-4.607041e-01;1.143194e+01;1.071557e+01;0;0;0;0;0;0;9.518086e+02;1.536292e+03;-201;1.718376e+03;-201;2.567732e+03;-201
'P0084_0187';0.050000;4.306648e-02;-5.534309e+00;1.188656e+01;5.647002e-02;2.309278e-02;3.120738e-03;1.449417e+01;-1.287467e+00;9.932140e+00;1.347141e+01;0;0;0;0;0;0;8.932300e+02;1.582775e+03;-201;1.642809e+03;-201;2.545623e+03;-201
'P0084_0187';0.060000;4.172948e-02;-4.397779e+00;1.010767e+01;4.349881e-02;2.254847e-02;3.250538e-03;1.422896e+01;-3.304533e+00;1.215266e+01;1.507753e+01;0;0;0;0;0;0;7.176475e+02;1.576727e+03;-201;1.521534e+03;-201;2.440821e+03;-201
'P0084_0187';0.070000;3.999144e-02;-5.019709e+00;9.632717e+00;3.680186e-02;2.156838e-02;3.083942e-03;1.628788e+01;-4.034743e+00;1.215423e+01;1.327256e+01;0;0;0;0;0;0;6.912197e+02;1.491730e+03;-201;1.537757e+03;-201;2.416809e+03;-201
'P0084_0187';0.080000;3.869637e-02;-5.056879e+00;9.639312e+00;3.713962e-02;1.975523e-02;3.013236e-03;1.652293e+01;-4.881471e+00;1.385792e+01;1.011737e+01;0;0;0;0;0;0;7.233594e+02;1.290995e+03;-201;1.603344e+03;-201;2.431500e+03;-201
'P0084_0187';0.090000;3.727638e-02;-4.731411e+00;8.292219e+00;3.636794e-02;1.772550e-02;2.803649e-03;1.740186e+01;-5.887342e+00;1.359485e+01;1.078509e+01;0;0;0;0;0;0;9.069274e+02;1.344266e+03;-201;1.746550e+03;-201;2.557118e+03;-201
'P0084_0187';0.100000;3.716423e-02;-4.455265e+00;7.160809e+00;4.344841e-02;1.834773e-02;2.916946e-03;1.728192e+01;-6.063279e+00;1.395298e+01;1.068107e+01;0;0;0;0;0;0;9.058915e+02;1.291649e+03;-201;1.758219e+03;-201;2.555968e+03;-201
'P0084_0187';0.110000;3.644489e-02;-6.794844e+00;1.038241e+01;5.177678e-02;1.725622e-02;2.927813e-03;1.935747e+01;-3.544777e+00;1.672905e+01;1.106247e+01;0;0;0;0;0;0;8.384875e+02;1.656539e+03;-201;1.674503e+03;-201;2.513020e+03;-201
'P0084_0187';0.120000;3.797046e-02;-9.770726e+00;1.530780e+01;5.425500e-02;1.432580e-02;3.217601e-03;2.127694e+01;-5.098827e-01;1.969922e+01;9.331429e+00;0;0;0;0;0;0;8.129693e+02;1.626173e+03;-201;1.649947e+03;-201;2.492639e+03;-201
'P0084_0187';0.130000;3.901360e-02;-1.072375e+01;1.724597e+01;5.459732e-02;6.891246e-03;3.185683e-03;2.140607e+01;5.761219e-01;2.158336e+01;4.319884e+00;0;0;0;0;0;0;8.149356e+02;1.756259e+03;-201;1.643365e+03;-201;2.479646e+03;-201
'P0084_0187';0.140000;4.045301e-02;-1.104264e+01;1.762101e+01;4.925330e-02;1.088857e-03;3.253348e-03;2.241537e+01;1.878091e-01;2.225475e+01;9.372467e-01;0;0;0;0;0;0;8.756491e+02;1.490641e+03;-201;1.728352e+03;-201;2.521639e+03;-201
'P0084_0187';0.150000;3.906352e-02;-1.159427e+01;1.809575e+01;5.640845e-02;-1.568223e-03;2.995563e-03;2.321236e+01;6.994756e-01;2.146875e+01;-1.437539e+00;0;0;0;0;0;0;7.139173e+02;1.646067e+03;-201;1.681913e+03;-201;2.464723e+03;-201
'P0084_0187';0.160000;3.748488e-02;-1.312329e+01;1.933795e+01;4.723828e-02;-4.171178e-04;3.459090e-03;2.491154e+01;3.033975e+00;2.273124e+01;3.303617e+00;0;0;0;0;0;0;5.442253e+02;1.651273e+03;-201;1.609340e+03;-201;2.437212e+03;-201
'P0084_0187';0.170000;3.367930e-02;-1.350754e+01;2.042012e+01;5.390166e-02;6.288765e-03;3.430893e-03;2.400378e+01;4.758608e+00;2.161690e+01;9.701568e+00;0;0;0;0;0;0;5.147963e+02;1.704485e+03;-201;1.581271e+03;-201;2.445974e+03;-201
'P0084_0187';0.180000;3.141539e-02;-1.362770e+01;2.221701e+01;4.122275e-02;1.101367e-02;3.185048e-03;2.309303e+01;5.742921e+00;2.202390e+01;1.736498e+01;0;0;0;0;0;0;6.753821e+02;1.687621e+03;-201;1.585669e+03;-201;2.500963e+03;-201
'P0084_0187';0.190000;2.865265e-02;-1.349306e+01;2.292935e+01;4.438786e-02;1.221905e-02;2.577240e-03;2.183521e+01;7.603605e+00;1.711012e+01;1.938836e+01;0;0;0;0;0;0;8.121507e+02;1.606026e+03;-201;1.643896e+03;-201;2.541275e+03;-201
'P0084_0187';0.200000;2.732211e-02;-1.212774e+01;2.105087e+01;4.538853e-02;9.490058e-03;2.465718e-03;1.940643e+01;8.355167e+00;1.420609e+01;1.782191e+01;0;0;0;0;0;0;8.348884e+02;1.528637e+03;-201;1.645260e+03;-201;2.541079e+03;-201
'P0084_0187';0.210000;2.642331e-02;-1.180032e+01;1.939840e+01;4.094006e-02;6.438354e-03;2.495398e-03;1.684641e+01;9.736230e+00;1.231341e+01;1.051413e+01;0;0;0;0;0;0;6.400029e+02;1.443035e+03;-201;1.589625e+03;-201;2.450463e+03;-201
'P0084_0187';0.220000;2.604221e-02;-1.263138e+01;1.957018e+01;4.340908e-02;7.591485e-03;2.303950e-03;1.543743e+01;1.127137e+01;1.536883e+01;8.724437e+00;0;0;0;0;0;0;6.467791e+02;1.540435e+03;-201;1.578180e+03;-201;2.444128e+03;-201
'P0084_0187';0.230000;2.694819e-02;-1.540478e+01;2.200905e+01;3.453276e-02;1.003174e-02;2.214191e-03;1.698454e+01;1.334001e+01;2.032877e+01;8.101276e+00;0;0;0;0;0;0;6.453343e+02;1.635899e+03;-201;1.580162e+03;-201;2.431308e+03;-201
'P0084_0187';0.240000;2.848348e-02;-1.840392e+01;2.412450e+01;4.495892e-02;1.278688e-02;2.815371e-03;2.039469e+01;1.574290e+01;2.594956e+01;8.644164e+00;0;0;0;0;0;0;7.543808e+02;1.768512e+03;-201;1.712733e+03;-201;2.506769e+03;-201
'P0084_0187';0.250000;3.172939e-02;-2.070109e+01;2.604067e+01;4.694402e-02;9.975769e-03;3.476183e-03;2.424880e+01;1.708673e+01;2.493811e+01;3.097127e+00;0;0;0;0;0;0;5.894944e+02;1.690916e+03;-201;1.581363e+03;-201;2.410660e+03;-201
'P0084_0187';0.260000;3.732289e-02;-2.185308e+01;2.977643e+01;5.416651e-02;5.920939e-03;4.547938e-03;2.840361e+01;1.773829e+01;1.870742e+01;-2.605760e+00;0;0;0;0;0;0;5.721841e+02;1.596580e+03;-201;1.565795e+03;-201;2.464492e+03;-201
'P0084_0187';0.270000;4.205034e-02;-2.147431e+01;3.125373e+01;6.262029e-02;-8.388527e-04;4.733765e-03;3.027682e+01;1.556016e+01;1.249894e+01;-5.909178e+00;0;0;0;0;0;0;6.575192e+02;1.427985e+03;-201;1.550976e+03;-201;2.465777e+03;-201
'P0084_0187';0.280000;4.473398e-02;-2.041796e+01;2.987855e+01;6.109467e-02;-1.243990e-03;4.552139e-03;2.981204e+01;1.256517e+01;1.272764e+01;-7.939517e+00;0;0;0;0;0;0;8.163708e+02;1.517624e+03;-201;1.642996e+03;-201;2.550626e+03;-201
'P0084_0187';0.290000;4.500527e-02;-2.001233e+01;2.647714e+01;6.165333e-02;9.967177e-05;4.096414e-03;2.827888e+01;1.102063e+01;1.629976e+01;-8.031153e+00;0;0;0;0;0;0;8.513232e+02;1.573083e+03;-201;1.639787e+03;-201;2.474794e+03;-201
'P0084_0187';0.300000;4.411665e-02;-2.027970e+01;2.485230e+01;5.233854e-02;1.699269e-03;3.709418e-03;2.711650e+01;1.224280e+01;2.024071e+01;-8.750027e+00;0;0;0;0;0;0;9.494099e+02;1.651823e+03;-201;1.469104e+03;-201;2.447686e+03;-201
'P0084_0187';0.310000;4.153162e-02;-1.883300e+01;2.386747e+01;5.047773e-02;-5.556368e-05;5.808837e-03;2.490572e+01;1.356864e+01;2.223359e+01;-1.073847e+01;0;0;0;0;0;0;9.592823e+02;1.482456e+03;-201;1.653126e+03;-201;2.441106e+03;-201
'P0084_0187';0.320000;3.751751e-02;-1.741109e+01;2.310382e+01;4.275630e-02;1.760779e-03;5.118906e-03;2.170353e+01;1.357008e+01;2.362397e+01;-1.196527e+01;0;0;0;0;0;0;9.982495e+02;1.417280e+03;-201;1.801774e+03;-201;2.557596e+03;-201
'P0084_0187';0.330000;3.620495e-02;-1.571447e+01;2.074004e+01;3.737022e-02;-6.254944e-04;5.483894e-03;1.925666e+01;1.361883e+01;2.488583e+01;-1.543636e+01;0;0;0;0;0;0;9.040854e+02;1.210804e+03;-201;2.086738e+03;-201;2.605841e+03;-201
'P0084_0187';0.340000;3.622336e-02;-1.588787e+01;2.121298e+01;3.025848e-02;-1.059127e-03;3.624072e-03;1.840431e+01;1.278432e+01;2.574087e+01;-1.547698e+01;0;0;0;0;0;0;8.766605e+02;1.208122e+03;-201;2.005815e+03;-201;2.673563e+03;-201
'P0084_0187';0.350000;3.753471e-02;-1.424424e+01;1.921673e+01;2.546795e-02;-7.497904e-03;3.969471e-03;1.554451e+01;1.507477e+01;2.714990e+01;-1.538298e+01;0;0;0;0;0;0;7.962243e+02;1.141396e+03;-201;1.926036e+03;-201;2.617924e+03;-201
