name;frameTime;Loudness_sma3;alphaRatio_sma3;hammarbergIndex_sma3;slope0-500_sma3;slope500-1500_sma3;spectralFlux_sma3;mfcc1_sma3;mfcc2_sma3;mfcc3_sma3;mfcc4_sma3;F0semitoneFrom27.5Hz_sma3nz;jitterLocal_sma3nz;shimmerLocaldB_sma3nz;HNRdBACF_sma3nz;logRelF0-H1-H2_sma3nz;logRelF0-H1-A3_sma3nz;F1frequency_sma3nz;F1bandwidth_sma3nz;F1amplitudeLogRelF0_sma3nz;F2frequency_sma3nz;F2amplitudeLogRelF0_sma3nz;F3frequency_sma3nz;F3amplitudeLogRelF0_sma3nz
'P0112_0011';0.000000;4.009054e-02;-1.869922e+01;2.830477e+01;2.460673e-02;1.526895e-03;3.934283e-03;2.533596e+01;1.310558e+01;1.562986e+01;-6.603709e+00;0;0;0;0;0;0;8.889870e+02;1.329015e+03;-201;1.918641e+03;-201;2.509458e+03;-201
'P0112_0011';0.010000;4.015409e-02;-2.019537e+01;3.070447e+01;3.497398e-02;-3.750959e-03;5.824920e-03;2.714939e+01;1.179173e+01;1.685973e+01;-8.540132e+00;0;0;0;0;0;0;8.786642e+02;1.384223e+03;-201;1.870333e+03;-201;2.507068e+03;-201
'P0112_0011';0.020000;4.316354e-02;-1.760469e+01;2.827390e+01;4.349784e-02;-3.404349e-03;8.361607e-03;2.839352e+01;4.636032e+00;1.490051e+01;-5.495712e+00;0;0;0;0;0;0;8.720379e+02;1.389110e+03;-201;1.785847e+03;-201;2.519131e+03;-201
'P0112_0011';0.030000;4.518406e-02;-1.284172e+01;2.322928e+01;4.184411e-02;8.703065e-04;5.632320e-03;2.837842e+01;-1.667460e+00;1.006080e+01;1.931416e+00;0;0;0;0;0;0;8.907075e+02;1.418826e+03;-201;1.684021e+03;-201;2.455163e+03;-201
'P0112_0011';0.040000;4.646082e-02;-1.008717e+01;1.986706e+01;4.977860e-02;1.210272e-02;5.969006e-03;2.835040e+01;-4.481894e+00;7.196203e+00;7.366308e+00;0;0;0;0;0;0;9.428254e+02;1.439256e+03;-201;1.741099e+03;-201;2.520882e+03;-201
'P0112_0011';0.050000;4.345025e-02;-1.250610e+01;2.150643e+01;6.429214e-02;1.138482e-02;4.761271e-03;2.786541e+01;1.609969e-01;7.988467e+00;3.966699e+00;0;0;0;0;0;0;9.010200e+02;1.470925e+03;-201;1.761676e+03;-201;2.551526e+03;-201
'P0112_0011';0.060000;4.111046e-02;-1.347774e+01;2.192252e+01;7.178134e-02;1.396998e-02;4.781212e-03;2.630814e+01;1.241152e+00;1.165847e+01;2.820485e+00;0;0;0;0;0;0;8.843572e+02;1.643340e+03;-201;1.731081e+03;-201;2.549171e+03;-201
'P0112_0011';0.070000;3.822402e-02;-1.531483e+01;2.379863e+01;6.073785e-02;9.692979e-03;3.891977e-03;2.565788e+01;3.932368e+00;1.604431e+01;-4.824770e-01;0;0;0;0;0;0;7.758297e+02;1.818942e+03;-201;1.630053e+03;-201;2.504434e+03;-201
'P0112_0011';0.080000;3.629668e-02;-1.722416e+01;2.594302e+01;4.343601e-02;7.798366e-03;4.506814e-03;2.628999e+01;6.216114e+00;2.392688e+01;1.832353e+00;0;0;0;0;0;0;6.507515e+02;1.790611e+03;-201;1.590316e+03;-201;2.486734e+03;-201
'P0112_0011';0.090000;3.427188e-02;-1.774578e+01;2.681860e+01;3.017948e-02;8.307344e-03;5.464225e-03;2.722106e+01;5.979462e+00;2.326135e+01;5.392422e+00;0;0;0;0;0;0;7.058912e+02;1.760577e+03;-201;1.680438e+03;-201;2.406066e+03;-201
