name;frameTime;Loudness_sma3;alphaRatio_sma3;hammarbergIndex_sma3;slope0-500_sma3;slope500-1500_sma3;spectralFlux_sma3;mfcc1_sma3;mfcc2_sma3;mfcc3_sma3;mfcc4_sma3;F0semitoneFrom27.5Hz_sma3nz;jitterLocal_sma3nz;shimmerLocaldB_sma3nz;HNRdBACF_sma3nz;logRelF0-H1-H2_sma3nz;logRelF0-H1-A3_sma3nz;F1frequency_sma3nz;F1bandwidth_sma3nz;F1amplitudeLogRelF0_sma3nz;F2frequency_sma3nz;F2amplitudeLogRelF0_sma3nz;F3frequency_sma3nz;F3amplitudeLogRelF0_sma3nz
'P0009_0031';0.000000;1.233228e-02;-1.131081e+01;2.132490e+01;-8.127066e-03;3.022008e-02;4.646097e-04;1.239315e+01;5.875484e+00;9.344943e+00;9.813078e+00;0;0;0;0;0;0;7.334061e+02;1.386470e+03;-201;1.605611e+03;-201;2.523313e+03;-201
'P0009_0031';0.010000;1.201770e-02;-1.006079e+01;1.808099e+01;-6.586439e-03;2.921083e-02;6.316438e-04;1.151330e+01;8.032279e+00;1.061401e+01;7.248987e+00;0;0;0;0;0;0;7.361711e+02;1.351463e+03;-201;1.647290e+03;-201;2.570786e+03;-201
'P0009_0031';0.020000;1.188921e-02;-9.587666e+00;1.699768e+01;2.880309e-03;2.268243e-02;8.526162e-04;1.289505e+01;9.450025e+00;7.357845e+00;2.546468e+00;0;0;0;0;0;0;6.143371e+02;1.355195e+03;-201;1.590585e+03;-201;2.550207e+03;-201
'P0009_0031';0.030000;1.239303e-02;-1.112685e+01;1.974487e+01;6.182054e-03;1.766302e-02;5.363165e-04;1.511334e+01;1.003946e+01;6.035286e+00;3.256168e+00;0;0;0;0;0;0;6.026033e+02;1.298570e+03;-201;1.581033e+03;-201;2.526944e+03;-201
'P0009_0031';0.040000;1.330368e-02;-1.038772e+01;1.961460e+01;1.513759e-02;1.548199e-02;6.381813e-04;1.591701e+01;6.394146e+00;2.545305e+00;3.866015e+00;0;0;0;0;0;0;5.762346e+02;1.411225e+03;-201;1.550420e+03;-201;2.469575e+03;-201
'P0009_0031';0.050000;1.528861e-02;-7.825315e+00;1.625813e+01;1.015825e-02;1.952321e-02;7.924875e-04;1.541586e+01;1.336366e+00;2.829422e+00;8.023616e+00;0;0;0;0;0;0;6.177985e+02;1.445596e+03;-201;1.603220e+03;-201;2.443982e+03;-201
'P0009_0031';0.060000;1.715636e-02;-6.076170e+00;1.332179e+01;1.082920e-02;1.928905e-02;9.625230e-04;1.587847e+01;-2.455610e+00;-9.463219e-01;9.629075e+00;0;0;0;0;0;0;6.395271e+02;1.510371e+03;-201;1.628494e+03;-201;2.438472e+03;-201
'P0009_0031';0.070000;2.001582e-02;-5.471510e+00;1.210855e+01;2.977931e-03;1.348938e-02;1.070448e-03;1.598142e+01;-6.480967e+00;-1.733790e+00;7.535686e+00;0;0;0;0;0;0;5.404356e+02;1.395785e+03;-201;1.573343e+03;-201;2.420166e+03;-201
'P0009_0031';0.080000;2.143471e-02;-3.880207e+00;8.263892e+00;8.596703e-03;1.324752e-02;1.148915e-03;1.414809e+01;-8.940542e+00;-1.251702e+00;5.382319e+00;0;0;0;0;0;0;6.309913e+02;1.388414e+03;-201;1.622953e+03;-201;2.458071e+03;-201
'P0009_0031';0.090000;2.336404e-02;-2.739225e+00;6.619740e+00;9.197711e-03;1.037374e-02;1.177328e-03;1.260852e+01;-1.185291e+01;4.379810e-01;2.304911e+00;0;0;0;0;0;0;6.285120e+02;1.452874e+03;-201;1.649708e+03;-201;2.505022e+03;-201
'P0009_0031';0.100000;2.361811e-02;-1.132577e+00;5.028292e+00;1.398406e-02;1.641703e-02;1.164666e-03;1.211559e+01;-1.272861e+01;4.300886e-01;2.593833e+00;0;0;0;0;0;0;6.806060e+02;1.512952e+03;-201;1.692730e+03;-201;2.517486e+03;-201
'P0009_0031';0.110000;2.444438e-02;-2.322969e+00;8.369491e+00;1.223967e-02;1.195383e-02;1.033853e-03;1.221034e+01;-1.330420e+01;-9.442677e-01;-2.237950e+00;0;0;0;0;0;0;5.388889e+02;1.414101e+03;-201;1.549617e+03;-201;2.403688e+03;-201
'P0009_0031';0.120000;2.513159e-02;-2.262093e+00;8.598349e+00;1.611878e-02;1.692336e-02;1.099551e-03;1.146786e+01;-1.482035e+01;-3.749948e+00;-3.394709e+00;0;0;0;0;0;0;5.926655e+02;1.319330e+03;-201;1.574194e+03;-201;2.442893e+03;-201
'P0009_0031';0.130000;2.759887e-02;-2.178010e+00;1.049525e+01;2.205975e-02;1.801768e-02;1.382223e-03;1.251357e+01;-1.625649e+01;-8.296727e+00;-7.731363e+00;0;0;0;0;0;0;6.279822e+02;1.370629e+03;-201;1.571321e+03;-201;2.463404e+03;-201
'P0009_0031';0.140000;2.981111e-02;-8.394634e-01;9.449766e+00;1.995334e-02;2.233885e-02;1.668350e-03;1.215400e+01;-1.890965e+01;-9.914693e+00;-5.024303e+00;0;0;0;0;0;0;6.141334e+02;1.377247e+03;-201;1.551331e+03;-201;2.447951e+03;-201
'P0009_0031';0.150000;3.032512e-02;-1.239524e-01;9.935130e+00;2.416650e-02;2.338804e-02;1.766262e-03;1.331578e+01;-1.833047e+01;-6.176348e+00;-3.464064e+00;0;0;0;0;0;0;6.507709e+02;1.422147e+03;-201;1.549995e+03;-201;2.405585e+03;-201
'P0009_0031';0.160000;2.978788e-02;-1.094650e+00;8.380525e+00;1.856207e-02;1.585831e-02;1.668518e-03;1.276979e+01;-1.857253e+01;-3.849745e+00;-3.822616e+00;0;0;0;0;0;0;5.610335e+02;1.356184e+03;-201;1.493715e+03;-201;2.347951e+03;-201
'P0009_0031';0.170000;2.749864e-02;-3.638667e+00;9.680779e+00;1.464391e-02;1.364006e-02;1.695715e-03;1.406633e+01;-1.389375e+01;-1.496817e+00;-5.466486e+00;0;0;0;0;0;0;5.864766e+02;1.382631e+03;-201;1.511554e+03;-201;2.355363e+03;-201
'P0009_0031';0.180000;2.729526e-02;-4.748989e+00;9.868262e+00;8.206032e-04;1.475435e-02;1.571359e-03;1.445835e+01;-1.280125e+01;-1.716534e+00;-4.864691e+00;0;0;0;0;0;0;5.298795e+02;1.327466e+03;-201;1.502367e+03;-201;2.318220e+03;-201
'P0009_0031';0.190000;2.672168e-02;-3.702459e+00;8.558183e+00;4.789810e-03;1.940319e-02;1.586971e-03;1.452192e+01;-1.142228e+01;-1.081776e+00;-1.986182e+00;0;0;0;0;0;0;6.338655e+02;1.317083e+03;-201;1.596234e+03;-201;2.364936e+03;-201
'P0009_0031';0.200000;2.710297e-02;-1.310688e+00;7.751672e+00;1.570965e-02;2.062113e-02;1.414468e-03;1.378210e+01;-1.410916e+01;-4.251416e+00;-2.382416e+00;0;0;0;0;0;0;5.897466e+02;1.490981e+03;-201;1.519442e+03;-201;2.309975e+03;-201
'P0009_0031';0.210000;2.628347e-02;-9.445478e-01;6.636026e+00;2.167276e-02;1.752595e-02;1.484971e-03;1.299567e+01;-1.343967e+01;-5.279613e+00;-2.148334e+00;0;0;0;0;0;0;5.325997e+02;1.419250e+03;-201;1.391983e+03;-201;2.207993e+03;-201
'P0009_0031';0.220000;2.455108e-02;-1.689157e+00;8.358162e+00;2.200786e-02;1.658376e-02;1.291207e-03;1.223602e+01;-1.159783e+01;-1.617529e+00;-2.173257e+00;0;0;0;0;0;0;4.360097e+02;1.360175e+03;-201;1.317278e+03;-201;2.183345e+03;-201
'P0009_0031';0.230000;2.342000e-02;-2.901051e+00;8.794094e+00;7.465067e-03;1.710027e-02;1.164657e-03;1.199899e+01;-1.008183e+01;1.338756e+00;-7.298651e-01;0;0;0;0;0;0;4.840346e+02;1.107668e+03;-201;1.441242e+03;-201;2.319719e+03;-201
'P0009_0031';0.240000;2.264413e-02;-3.840770e+00;1.242184e+01;4.279665e-03;1.885538e-02;1.065405e-03;1.212911e+01;-9.122996e+00;3.944985e-02;-3.117850e+00;0;0;0;0;0;0;5.164313e+02;1.128863e+03;-201;1.522425e+03;-201;2.464515e+03;-201
'P0009_0031';0.250000;2.251496e-02;-5.029161e+00;1.397392e+01;-4.307786e-03;1.699602e-02;1.012556e-03;1.270370e+01;-9.212432e+00;-3.239733e+00;-3.156322e+00;0;0;0;0;0;0;5.242399e+02;1.147772e+03;-201;1.513604e+03;-201;2.422730e+03;-201
'P0009_0031';0.260000;2.184481e-02;-5.611556e+00;1.485243e+01;2.712507e-03;1.636200e-02;9.716891e-04;1.296006e+01;-8.275071e+00;-3.909083e+00;-1.577149e+00;0;0;0;0;0;0;5.707007e+02;1.234431e+03;-201;1.584988e+03;-201;2.472305e+03;-201
'P0009_0031';0.270000;2.094922e-02;-4.899771e+00;1.204268e+01;5.181633e-03;2.092354e-02;9.841224e-04;1.275549e+01;-8.134961e+00;2.257888e-01;3.052646e+00;0;0;0;0;0;0;5.555007e+02;1.631219e+03;-201;1.388731e+03;-201;2.301329e+03;-201
'P0009_0031';0.280000;1.993262e-02;-3.239628e+00;1.009122e+01;1.315977e-02;2.528134e-02;8.858161e-04;1.257917e+01;-8.518857e+00;2.231712e+00;5.979723e+00;0;0;0;0;0;0;6.685727e+02;1.625687e+03;-201;1.485194e+03;-201;2.386542e+03;-201
'P0009_0031';0.290000;1.898013e-02;-3.661566e+00;1.025253e+01;1.197337e-02;2.254815e-02;8.607176e-04;1.364190e+01;-6.862757e+00;4.882802e+00;6.237103e+00;0;0;0;0;0;0;6.928921e+02;1.651253e+03;-201;1.470749e+03;-201;2.404904e+03;-201
'P0009_0031';0.300000;1.796607e-02;-3.830431e+00;1.233182e+01;9.319971e-03;1.834712e-02;7.276588e-04;1.361551e+01;-5.841570e+00;2.572981e+00;4.645729e+00;0;0;0;0;0;0;7.788386e+02;1.364787e+03;-201;1.740885e+03;-201;2.631088e+03;-201
'P0009_0031';0.310000;1.693034e-02;-6.240983e+00;1.614146e+01;2.023477e-03;2.285865e-02;8.662883e-04;1.539708e+01;-2.241415e+00;2.808366e+00;7.406513e+00;0;0;0;0;0;0;7.863682e+02;1.335107e+03;-201;1.724356e+03;-201;2.654873e+03;-201
'P0009_0031';0.320000;1.622600e-02;-7.414918e+00;1.795688e+01;1.150647e-03;2.406670e-02;9.320940e-04;1.614454e+01;1.695907e-01;3.645178e+00;7.942547e+00;0;0;0;0;0;0;8.184666e+02;1.404119e+03;-201;1.714783e+03;-201;2.620682e+03;-201
'P0009_0031';0.330000;1.527157e-02;-8.547546e+00;1.891997e+01;3.849436e-03;2.426445e-02;1.016401e-03;1.636935e+01;1.877399e+00;6.341883e+00;1.040961e+01;0;0;0;0;0;0;8.394001e+02;1.419936e+03;-201;1.689595e+03;-201;2.596645e+03;-201
'P0009_0031';0.340000;1.444844e-02;-8.813089e+00;1.780225e+01;7.534212e-03;1.791437e-02;8.450160e-04;1.580081e+01;3.132356e+00;6.427511e+00;7.161336e+00;0;0;0;0;0;0;7.573698e+02;1.578628e+03;-201;1.673786e+03;-201;2.543779e+03;-201
'P0009_0031';0.350000;1.395573e-02;-8.007795e+00;1.634228e+01;1.481318e-02;1.626997e-02;7.173845e-04;1.461138e+01;2.536235e+00;2.907410e+00;6.077427e+00;0;0;0;0;0;0;6.534854e+02;1.498625e+03;-201;1.647711e+03;-201;2.473599e+03;-201
'P0009_0031';0.360000;1.358908e-02;-9.207883e+00;1.763744e+01;9.024262e-03;1.150374e-02;6.590816e-04;1.481873e+01;4.565580e+00;2.495893e+00;4.348923e+00;0;0;0;0;0;0;7.223581e+02;1.443169e+03;-201;1.759851e+03;-201;2.553065e+03;-201
'P0009_0031';0.370000;1.302059e-02;-8.362460e+00;1.646999e+01;1.213304e-02;1.478070e-02;7.017998e-04;1.323101e+01;4.312948e+00;2.442505e+00;4.870267e+00;0;0;0;0;0;0;8.005032e+02;1.411737e+03;-201;1.786870e+03;-201;2.558758e+03;-201
'P0009_0031';0.380000;1.273292e-02;-1.021055e+01;1.797501e+01;7.486123e-03;1.009488e-02;7.931688e-04;1.398189e+01;7.205669e+00;4.575264e+00;4.605154e+00;0;0;0;0;0;0;7.953369e+02;1.424107e+03;-201;1.789263e+03;-201;2.595966e+03;-201
'P0009_0031';0.390000;1.211985e-02;-1.141476e+01;1.924864e+01;1.092623e-02;1.277059e-02;8.553697e-04;1.399835e+01;9.124211e+00;5.662366e+00;6.193771e+00;0;0;0;0;0;0;7.334210e+02;1.431078e+03;-201;1.694480e+03;-201;2.503383e+03;-201
'P0009_0031';0.400000;1.167253e-02;-1.311620e+01;2.125030e+01;1.152854e-02;6.837538e-03;8.642313e-04;1.480560e+01;1.210239e+01;6.912323e+00;5.621197e+00;0;0;0;0;0;0;5.859302e+02;1.376229e+03;-201;1.589140e+03;-201;2.418068e+03;-201
'P0009_0031';0.410000;1.081941e-02;-1.296480e+01;2.098856e+01;1.409386e-02;1.553405e-02;7.645083e-04;1.399454e+01;1.422989e+01;1.022682e+01;7.791189e+00;0;0;0;0;0;0;7.271658e+02;1.428929e+03;-201;1.691674e+03;-201;2.437464e+03;-201
'P0009_0031';0.420000;1.055677e-02;-1.002370e+01;1.743501e+01;1.262918e-02;2.199364e-02;6.952505e-04;1.159296e+01;9.593379e+00;6.092983e+00;5.886534e+00;0;0;0;0;0;0;6.245023e+02;1.371925e+03;-201;1.613735e+03;-201;2.379749e+03;-201
'P0009_0031';0.430000;1.057921e-02;-1.030537e+01;1.857389e+01;-2.112971e-03;2.765194e-02;7.582212e-04;1.069842e+01;8.304592e+00;5.578570e+00;7.691591e+00;0;0;0;0;0;0;8.072849e+02;1.357112e+03;-201;1.818362e+03;-201;2.630502e+03;-201
'P0009_0031';0.440000;1.120275e-02;-9.682673e+00;1.841713e+01;-5.054928e-03;2.245876e-02;7.303837e-04;1.100631e+01;4.094794e+00;1.958835e+00;7.680245e+00;0;0;0;0;0;0;6.543193e+02;1.208704e+03;-201;1.677578e+03;-201;2.585086e+03;-201
'P0009_0031';0.450000;1.157089e-02;-1.231450e+01;2.086502e+01;-3.082474e-03;1.636949e-02;6.238486e-04;1.301616e+01;8.011730e+00;3.552243e+00;6.070249e+00;0;0;0;0;0;0;6.769455e+02;1.308342e+03;-201;1.732009e+03;-201;2.594241e+03;-201
'P0009_0031';0.460000;1.222123e-02;-1.121543e+01;1.979992e+01;5.009439e-03;1.220282e-02;4.562082e-04;1.329320e+01;5.842188e+00;2.220653e+00;3.493091e+00;0;0;0;0;0;0;5.228451e+02;1.294488e+03;-201;1.559550e+03;-201;2.393162e+03;-201
