name;frameTime;Loudness_sma3;alphaRatio_sma3;hammarbergIndex_sma3;slope0-500_sma3;slope500-1500_sma3;spectralFlux_sma3;mfcc1_sma3;mfcc2_sma3;mfcc3_sma3;mfcc4_sma3;F0semitoneFrom27.5Hz_sma3nz;jitterLocal_sma3nz;shimmerLocaldB_sma3nz;HNRdBACF_sma3nz;logRelF0-H1-H2_sma3nz;logRelF0-H1-A3_sma3nz;F1frequency_sma3nz;F1bandwidth_sma3nz;F1amplitudeLogRelF0_sma3nz;F2frequency_sma3nz;F2amplitudeLogRelF0_sma3nz;F3frequency_sma3nz;F3amplitudeLogRelF0_sma3nz
'P0246_0394';0.000000;9.803724e-03;3.988157e+00;4.747155e+00;8.135194e-02;4.408907e-02;2.888343e-04;-1.677300e+00;-4.314539e+00;-7.495140e+00;3.036971e+00;0;0;0;0;0;0;6.373975e+02;1.495146e+03;-201;1.518221e+03;-201;2.537797e+03;-201
'P0246_0394';0.010000;1.284786e-02;8.185689e-01;9.811656e+00;7.696112e-02;3.952717e-02;6.261841e-04;4.069651e+00;-3.910547e+00;-5.681304e+00;4.448555e+00;0;0;0;0;0;0;7.595098e+02;1.392801e+03;-201;1.586704e+03;-201;2.558504e+03;-201
'P0246_0394';0.020000;1.877832e-02;-1.288476e+00;1.318319e+01;7.410333e-02;3.464709e-02;9.711100e-04;8.798572e+00;-4.962207e+00;-2.872664e+00;2.758181e+00;0;0;0;0;0;0;8.735209e+02;1.370118e+03;-201;1.670902e+03;-201;2.616914e+03;-201
'P0246_0394';0.030000;2.074936e-02;-5.163730e+00;1.320390e+01;5.987807e-02;1.714776e-02;1.030930e-03;1.073322e+01;3.165390e+00;5.871582e+00;-1.700720e+00;0;0;0;0;0;0;8.347090e+02;1.283490e+03;-201;1.705787e+03;-201;2.650849e+03;-201
'P0246_0394';0.040000;2.290424e-02;-7.189980e+00;1.499966e+01;6.843376e-02;1.223765e-02;1.396371e-03;1.107936e+01;6.426964e+00;1.069502e+01;-4.159196e+00;0;0;0;0;0;0;8.195556e+02;1.343733e+03;-201;1.705251e+03;-201;2.654714e+03;-201
'P0246_0394';0.050000;2.274362e-02;-9.812375e+00;1.852064e+01;7.553568e-02;4.617859e-03;1.558184e-03;1.392490e+01;7.490160e+00;1.224960e+01;-7.618864e+00;0;0;0;0;0;0;8.292952e+02;1.334405e+03;-201;1.741321e+03;-201;2.684765e+03;-201
'P0246_0394';0.060000;2.519184e-02;-1.042952e+01;2.083556e+01;7.771999e-02;7.824144e-03;1.634119e-03;1.554718e+01;6.163338e+00;1.028670e+01;-4.460922e+00;0;0;0;0;0;0;8.665209e+02;1.361387e+03;-201;1.776460e+03;-201;2.696812e+03;-201
'P0246_0394';0.070000;2.686340e-02;-8.913209e+00;1.949836e+01;7.312471e-02;6.736843e-03;1.299850e-03;1.639582e+01;2.104369e+00;8.521415e+00;-8.170144e+00;0;0;0;0;0;0;8.639065e+02;1.360112e+03;-201;1.790062e+03;-201;2.680897e+03;-201
'P0246_0394';0.080000;2.810589e-02;-8.261403e+00;1.703612e+01;7.551507e-02;4.306926e-03;1.173109e-03;1.480375e+01;3.886419e+00;9.376458e+00;-9.852647e+00;0;0;0;0;0;0;8.269698e+02;1.345140e+03;-201;1.759455e+03;-201;2.669669e+03;-201
'P0246_0394';0.090000;2.604099e-02;-6.787229e+00;1.463164e+01;6.464868e-02;6.678298e-03;1.459250e-03;1.342740e+01;1.874318e+00;1.230618e+01;-9.153741e+00;0;0;0;0;0;0;7.023896e+02;1.335874e+03;-201;1.680421e+03;-201;2.634437e+03;-201
'P0246_0394';0.100000;2.426112e-02;-6.809276e+00;1.391339e+01;6.152129e-02;7.862776e-03;1.592811e-03;1.245217e+01;2.950786e+00;1.473114e+01;-7.671942e+00;0;0;0;0;0;0;6.982939e+02;1.370414e+03;-201;1.663070e+03;-201;2.618540e+03;-201
'P0246_0394';0.110000;2.370028e-02;-7.596621e+00;1.453345e+01;5.544433e-02;9.670955e-03;1.886243e-03;1.416569e+01;2.986794e+00;1.653570e+01;-7.359486e+00;0;0;0;0;0;0;6.946808e+02;1.384182e+03;-201;1.664846e+03;-201;2.597827e+03;-201
'P0246_0394';0.120000;2.356128e-02;-7.706300e+00;1.482243e+01;7.141718e-02;1.189953e-02;1.979336e-03;1.407186e+01;4.303617e+00;1.658406e+01;-8.949089e+00;0;0;0;0;0;0;8.273247e+02;1.677410e+03;-201;1.673587e+03;-201;2.610495e+03;-201
