name;frameTime;Loudness_sma3;alphaRatio_sma3;hammarbergIndex_sma3;slope0-500_sma3;slope500-1500_sma3;spectralFlux_sma3;mfcc1_sma3;mfcc2_sma3;mfcc3_sma3;mfcc4_sma3;F0semitoneFrom27.5Hz_sma3nz;jitterLocal_sma3nz;shimmerLocaldB_sma3nz;HNRdBACF_sma3nz;logRelF0-H1-H2_sma3nz;logRelF0-H1-A3_sma3nz;F1frequency_sma3nz;F1bandwidth_sma3nz;F1amplitudeLogRelF0_sma3nz;F2frequency_sma3nz;F2amplitudeLogRelF0_sma3nz;F3frequency_sma3nz;F3amplitudeLogRelF0_sma3nz
'P0182_0310';0.000000;2.532367e-02;-8.569894e+00;1.621392e+01;4.210676e-02;4.358638e-03;5.521420e-04;1.722010e+01;4.697784e+00;4.346286e+00;-7.440449e+00;0;0;0;0;0;0;7.567563e+02;1.364698e+03;-201;1.691670e+03;-201;2.587431e+03;-201
'P0182_0310';0.010000;2.556426e-02;-9.119649e+00;1.539581e+01;5.278749e-02;3.477820e-03;9.850120e-04;1.760599e+01;4.861006e+00;4.884820e+00;-7.434364e+00;0;0;0;0;0;0;7.630161e+02;1.417327e+03;-201;1.675027e+03;-201;2.578993e+03;-201
'P0182_0310';0.020000;2.600506e-02;-9.494744e+00;1.402020e+01;6.234955e-02;2.369027e-03;1.441300e-03;1.847258e+01;3.680599e+00;5.801500e+00;-6.040503e+00;0;0;0;0;0;0;7.755975e+02;1.404380e+03;-201;1.697757e+03;-201;2.601238e+03;-201
'P0182_0310';0.030000;2.642101e-02;-9.276193e+00;1.472549e+01;5.904317e-02;2.496236e-03;1.379751e-03;1.830581e+01;3.062710e+00;5.679540e+00;-9.497028e+00;0;0;0;0;0;0;7.809896e+02;1.675092e+03;-201;1.644750e+03;-201;2.522525e+03;-201
'P0182_0310';0.040000;2.677349e-02;-9.744918e+00;1.584544e+01;5.620006e-02;2.511454e-03;1.478360e-03;1.847043e+01;3.612792e+00;7.059383e+00;-8.957475e+00;0;0;0;0;0;0;7.887829e+02;1.699079e+03;-201;1.652180e+03;-201;2.524818e+03;-201
'P0182_0310';0.050000;2.681104e-02;-1.055597e+01;1.637608e+01;5.099287e-02;-1.614624e-03;1.716254e-03;1.843914e+01;6.001963e+00;8.556636e+00;-1.088094e+01;0;0;0;0;0;0;6.905500e+02;1.762297e+03;-201;1.596266e+03;-201;2.486586e+03;-201
'P0182_0310';0.060000;2.691953e-02;-1.024011e+01;1.603005e+01;4.932401e-02;-3.543833e-03;1.823675e-03;1.713542e+01;5.882633e+00;1.040140e+01;-9.570516e+00;0;0;0;0;0;0;6.880784e+02;1.532284e+03;-201;1.668833e+03;-201;2.581408e+03;-201
'P0182_0310';0.070000;2.794250e-02;-9.591388e+00;1.544879e+01;4.738997e-02;-3.057416e-03;1.833452e-03;1.644795e+01;4.322214e+00;1.032039e+01;-1.144576e+01;0;0;0;0;0;0;6.930016e+02;1.426891e+03;-201;1.697901e+03;-201;2.586799e+03;-201
'P0182_0310';0.080000;2.876019e-02;-7.661084e+00;1.410235e+01;5.343018e-02;1.824410e-03;1.855997e-03;1.489124e+01;7.333319e-01;9.792702e+00;-1.060316e+01;0;0;0;0;0;0;7.425286e+02;1.417289e+03;-201;1.719317e+03;-201;2.609725e+03;-201
'P0182_0310';0.090000;2.849762e-02;-6.728588e+00;1.259286e+01;6.621882e-02;5.643124e-03;1.700598e-03;1.470281e+01;-7.915837e-01;5.917461e+00;-8.526225e+00;0;0;0;0;0;0;7.532695e+02;1.467013e+03;-201;1.693132e+03;-201;2.586141e+03;-201
'P0182_0310';0.100000;2.830970e-02;-6.827819e+00;1.196457e+01;6.784836e-02;5.980568e-03;1.759066e-03;1.589001e+01;-4.776988e-01;5.096758e+00;-6.598588e+00;0;0;0;0;0;0;7.686141e+02;1.567545e+03;-201;1.718971e+03;-201;2.610147e+03;-201
'P0182_0310';0.110000;2.878117e-02;-7.691595e+00;1.211732e+01;5.842716e-02;4.614730e-03;1.504967e-03;1.712640e+01;3.917436e-01;5.183429e+00;-6.871299e+00;0;0;0;0;0;0;7.096208e+02;1.602623e+03;-201;1.687385e+03;-201;2.436534e+03;-201
'P0182_0310';0.120000;2.895170e-02;-7.521603e+00;1.273707e+01;4.659818e-02;6.166012e-03;1.617782e-03;1.707940e+01;5.304286e-01;9.179928e+00;-7.314850e+00;0;0;0;0;0;0;7.505454e+02;1.579547e+03;-201;1.692683e+03;-201;2.437594e+03;-201
'P0182_0310';0.130000;2.964438e-02;-7.612231e+00;1.314458e+01;3.795097e-02;6.436183e-03;1.773266e-03;1.723084e+01;2.711622e-01;9.738008e+00;-7.829320e+00;0;0;0;0;0;0;7.631484e+02;1.559540e+03;-201;1.669049e+03;-201;2.345590e+03;-201
'P0182_0310';0.140000;3.033463e-02;-8.740209e+00;1.531041e+01;3.635684e-02;5.312431e-03;2.332630e-03;1.737714e+01;1.289200e+00;8.738276e+00;-9.960210e+00;0;0;0;0;0;0;8.078503e+02;1.499193e+03;-201;1.700386e+03;-201;2.489029e+03;-201
'P0182_0310';0.150000;3.027008e-02;-9.597316e+00;1.586435e+01;2.831348e-02;2.588110e-03;2.714072e-03;1.786139e+01;2.606263e+00;1.054321e+01;-1.148359e+01;0;0;0;0;0;0;6.775211e+02;1.483272e+03;-201;1.701661e+03;-201;2.475761e+03;-201
'P0182_0310';0.160000;3.039149e-02;-8.785078e+00;1.343863e+01;2.910987e-02;2.288044e-03;2.448738e-03;1.669866e+01;1.200377e+00;1.145764e+01;-1.146375e+01;0;0;0;0;0;0;6.412301e+02;1.569673e+03;-201;1.697187e+03;-201;2.522473e+03;-201
