name;frameTime;Loudness_sma3;alphaRatio_sma3;hammarbergIndex_sma3;slope0-500_sma3;slope500-1500_sma3;spectralFlux_sma3;mfcc1_sma3;mfcc2_sma3;mfcc3_sma3;mfcc4_sma3;F0semitoneFrom27.5Hz_sma3nz;jitterLocal_sma3nz;shimmerLocaldB_sma3nz;HNRdBACF_sma3nz;logRelF0-H1-H2_sma3nz;logRelF0-H1-A3_sma3nz;F1frequency_sma3nz;F1bandwidth_sma3nz;F1amplitudeLogRelF0_sma3nz;F2frequency_sma3nz;F2amplitudeLogRelF0_sma3nz;F3frequency_sma3nz;F3amplitudeLogRelF0_sma3nz
'P0051_0115';0.000000;1.633623e-02;-3.086303e+00;1.406355e+01;4.087778e-02;1.932715e-02;1.895013e-04;1.521013e+01;-3.125847e+00;-9.052417e+00;1.574518e+00;0;0;0;0;0;0;6.578792e+02;1.693889e+03;-201;1.540576e+03;-201;2.514580e+03;-201
'P0051_0115';0.010000;1.636652e-02;-2.889111e+00;1.552806e+01;2.949680e-02;2.108358e-02;4.162143e-04;1.513757e+01;-2.257434e+00;-9.041905e+00;1.179901e+00;0;0;0;0;0;0;5.979821e+02;1.523836e+03;-201;1.457924e+03;-201;2.447177e+03;-201
'P0051_0115';0.020000;1.663674e-02;-3.958348e+00;1.797476e+01;2.105605e-02;1.889538e-02;6.717407e-04;1.568700e+01;1.809204e+00;-7.558426e+00;4.096346e-01;0;0;0;0;0;0;5.412099e+02;1.491124e+03;-201;1.393248e+03;-201;2.392439e+03;-201
'P0051_0115';0.030000;1.834915e-02;-4.544508e+00;1.905015e+01;2.031098e-02;2.035074e-02;8.052884e-04;1.767899e+01;2.522702e+00;-6.603056e+00;-1.507484e-01;0;0;0;0;0;0;5.326600e+02;1.519707e+03;-201;1.378473e+03;-201;2.402370e+03;-201
'P0051_0115';0.040000;1.963565e-02;-4.954443e+00;1.892588e+01;2.193326e-02;1.622254e-02;9.150766e-04;1.765033e+01;2.587332e+00;-6.960352e+00;-3.073750e-01;0;0;0;0;0;0;5.431912e+02;1.600695e+03;-201;1.396043e+03;-201;2.416191e+03;-201
'P0051_0115';0.050000;2.138030e-02;-3.670323e+00;1.612641e+01;2.907727e-02;1.765591e-02;9.537259e-04;1.522456e+01;-3.973578e-01;-7.969991e+00;-4.383532e+00;0;0;0;0;0;0;6.713530e+02;1.584951e+03;-201;1.472548e+03;-201;2.468109e+03;-201
'P0051_0115';0.060000;2.139964e-02;-4.504192e+00;1.465780e+01;3.001337e-02;1.675889e-02;1.066159e-03;1.359780e+01;8.014166e-01;-4.704128e+00;-3.925332e+00;0;0;0;0;0;0;7.329899e+02;1.539229e+03;-201;1.518892e+03;-201;2.499202e+03;-201
'P0051_0115';0.070000;2.376613e-02;-4.749496e+00;1.301663e+01;4.099286e-02;1.941899e-02;1.106818e-03;1.284359e+01;1.702179e+00;8.025945e-01;-4.077948e+00;0;0;0;0;0;0;8.921135e+02;1.483625e+03;-201;1.676153e+03;-201;2.585224e+03;-201
'P0051_0115';0.080000;2.498860e-02;-5.288245e+00;1.238029e+01;3.486838e-02;2.174849e-02;1.240691e-03;1.356951e+01;2.673940e+00;3.309136e+00;1.059730e+00;0;0;0;0;0;0;9.926512e+02;1.541445e+03;-201;1.627268e+03;-201;2.545017e+03;-201
'P0051_0115';0.090000;2.685455e-02;-3.380402e+00;1.077576e+01;4.414688e-02;2.586085e-02;1.282551e-03;1.170376e+01;-7.124829e-01;2.933604e+00;2.587152e+00;0;0;0;0;0;0;8.208227e+02;1.521169e+03;-201;1.486431e+03;-201;2.392511e+03;-201
