name;frameTime;Loudness_sma3;alphaRatio_sma3;hammarbergIndex_sma3;slope0-500_sma3;slope500-1500_sma3;spectralFlux_sma3;mfcc1_sma3;mfcc2_sma3;mfcc3_sma3;mfcc4_sma3;F0semitoneFrom27.5Hz_sma3nz;jitterLocal_sma3nz;shimmerLocaldB_sma3nz;HNRdBACF_sma3nz;logRelF0-H1-H2_sma3nz;logRelF0-H1-A3_sma3nz;F1frequency_sma3nz;F1bandwidth_sma3nz;F1amplitudeLogRelF0_sma3nz;F2frequency_sma3nz;F2amplitudeLogRelF0_sma3nz;F3frequency_sma3nz;F3amplitudeLogRelF0_sma3nz
'P0154_0278';0.000000;1.639834e-02;-7.258653e+00;1.496095e+01;3.363337e-02;1.254569e-02;2.580589e-04;1.341875e+01;5.401451e+00;2.450533e+00;-1.456990e+00;0;0;0;0;0;0;9.071714e+02;1.710640e+03;-201;1.808811e+03;-201;2.734640e+03;-201
'P0154_0278';0.010000;1.592250e-02;-7.987595e+00;1.584960e+01;2.208818e-02;1.033399e-02;5.797499e-04;1.400296e+01;5.113511e+00;1.158504e+00;-1.692859e+00;0;0;0;0;0;0;8.344022e+02;1.541257e+03;-201;1.771575e+03;-201;2.698552e+03;-201
'P0154_0278';0.020000;1.509767e-02;-8.823838e+00;1.591107e+01;2.042728e-02;5.513886e-03;8.813401e-04;1.437437e+01;6.219130e+00;3.332964e+00;-4.314438e+00;0;0;0;0;0;0;7.722802e+02;1.385037e+03;-201;1.756120e+03;-201;2.676384e+03;-201
'P0154_0278';0.030000;1.493506e-02;-9.783223e+00;1.675513e+01;1.308959e-02;7.533776e-03;8.906580e-04;1.520958e+01;7.367850e+00;5.205534e+00;1.229387e+00;0;0;0;0;0;0;7.741650e+02;1.333738e+03;-201;1.735598e+03;-201;2.618091e+03;-201
'P0154_0278';0.040000;1.504563e-02;-9.544881e+00;1.557994e+01;2.672602e-02;1.133924e-02;9.189179e-04;1.471561e+01;8.205747e+00;7.921081e+00;1.757775e-01;0;0;0;0;0;0;8.122505e+02;1.303966e+03;-201;1.760253e+03;-201;2.605473e+03;-201
'P0154_0278';0.050000;1.577185e-02;-9.633134e+00;1.589943e+01;2.621036e-02;1.573038e-02;8.766549e-04;1.563831e+01;7.127230e+00;9.236950e+00;2.992709e+00;0;0;0;0;0;0;8.334315e+02;1.312599e+03;-201;1.737968e+03;-201;2.580937e+03;-201
'P0154_0278';0.060000;1.705340e-02;-9.953014e+00;1.636638e+01;3.714156e-02;1.006581e-02;9.405141e-04;1.708570e+01;6.628969e+00;1.090170e+01;-2.358011e-02;0;0;0;0;0;0;8.120911e+02;1.478481e+03;-201;1.731210e+03;-201;2.592765e+03;-201
'P0154_0278';0.070000;1.890814e-02;-1.310275e+01;2.035917e+01;2.681351e-02;8.669455e-03;1.795455e-03;2.024742e+01;8.829530e+00;1.319251e+01;3.752351e+00;0;0;0;0;0;0;6.238480e+02;1.639163e+03;-201;1.605311e+03;-201;2.494492e+03;-201
'P0154_0278';0.080000;2.362983e-02;-1.747952e+01;2.651075e+01;1.909150e-02;1.235210e-02;5.194834e-03;2.401409e+01;9.985712e+00;1.572277e+01;7.150098e+00;0;0;0;0;0;0;4.245906e+02;1.754637e+03;-201;1.493097e+03;-201;2.429553e+03;-201
'P0154_0278';0.090000;2.661548e-02;-2.249182e+01;3.262766e+01;1.063517e-02;1.432489e-02;5.953854e-03;2.725641e+01;1.326300e+01;1.762557e+01;8.128825e+00;0;0;0;0;0;0;4.589762e+02;1.545126e+03;-201;1.569310e+03;-201;2.567232e+03;-201
'P0154_0278';0.100000;2.887137e-02;-2.384184e+01;3.453040e+01;2.009242e-02;8.843192e-03;5.892972e-03;2.802215e+01;1.269922e+01;1.785722e+01;4.312461e+00;0;0;0;0;0;0;6.657807e+02;1.355106e+03;-201;1.776906e+03;-201;2.817574e+03;-201
'P0154_0278';0.110000;2.684919e-02;-2.422721e+01;3.525222e+01;2.811291e-02;7.818193e-03;2.969670e-03;2.690411e+01;1.534331e+01;1.735533e+01;4.064929e+00;0;0;0;0;0;0;8.660340e+02;1.217716e+03;-201;1.875734e+03;-201;2.893618e+03;-201
