name;frameTime;Loudness_sma3;alphaRatio_sma3;hammarbergIndex_sma3;slope0-500_sma3;slope500-1500_sma3;spectralFlux_sma3;mfcc1_sma3;mfcc2_sma3;mfcc3_sma3;mfcc4_sma3;F0semitoneFrom27.5Hz_sma3nz;jitterLocal_sma3nz;shimmerLocaldB_sma3nz;HNRdBACF_sma3nz;logRelF0-H1-H2_sma3nz;logRelF0-H1-A3_sma3nz;F1frequency_sma3nz;F1bandwidth_sma3nz;F1amplitudeLogRelF0_sma3nz;F2frequency_sma3nz;F2amplitudeLogRelF0_sma3nz;F3frequency_sma3nz;F3amplitudeLogRelF0_sma3nz
'P0040_0093';0.000000;9.130489e-03;-5.640865e+00;1.470477e+01;1.932503e-02;3.232303e-02;9.829985e-05;6.435281e+00;1.031118e+01;2.887194e+00;1.285828e+01;0;0;0;0;0;0;9.058213e+02;1.265849e+03;-201;1.774473e+03;-201;2.666584e+03;-201
'P0040_0093';0.010000;9.324554e-03;-3.929799e+00;1.390657e+01;2.950234e-02;3.265759e-02;1.752940e-04;5.927900e+00;7.559492e+00;3.793190e+00;1.337584e+01;0;0;0;0;0;0;8.975269e+02;1.282611e+03;-201;1.741368e+03;-201;2.632778e+03;-201
'P0040_0093';0.020000;9.214387e-03;-1.611520e+00;1.162344e+01;3.943988e-02;3.374862e-02;2.621872e-04;3.705785e+00;4.204466e+00;5.183841e+00;1.305567e+01;0;0;0;0;0;0;8.915776e+02;1.385574e+03;-201;1.703561e+03;-201;2.607324e+03;-201
'P0040_0093';0.030000;9.014531e-03;-2.376511e+00;1.172042e+01;2.540397e-02;3.333668e-02;2.702096e-04;2.804625e+00;4.428788e+00;6.178509e+00;1.079607e+01;0;0;0;0;0;0;8.497021e+02;1.406534e+03;-201;1.655729e+03;-201;2.597134e+03;-201
'P0040_0093';0.040000;8.684248e-03;-3.816296e+00;1.263334e+01;1.886619e-02;3.405389e-02;2.755186e-04;1.623756e+00;6.911600e+00;7.750777e+00;8.459691e+00;0;0;0;0;0;0;8.543181e+02;1.344310e+03;-201;1.688210e+03;-201;2.619375e+03;-201
'P0040_0093';0.050000;8.735020e-03;-7.003160e+00;1.629453e+01;1.431166e-02;3.841180e-02;2.880260e-04;3.211748e+00;1.113539e+01;9.146171e+00;1.008340e+01;0;0;0;0;0;0;5.914322e+02;1.490892e+03;-201;1.511212e+03;-201;2.441476e+03;-201
'P0040_0093';0.060000;8.534741e-03;-7.126352e+00;1.659709e+01;1.563387e-02;3.960210e-02;3.020567e-04;2.790144e+00;1.234639e+01;8.000540e+00;9.159534e+00;0;0;0;0;0;0;5.876652e+02;1.526665e+03;-201;1.522496e+03;-201;2.417032e+03;-201
'P0040_0093';0.070000;8.934190e-03;-5.804142e+00;1.464185e+01;1.835783e-02;3.695522e-02;3.271567e-04;3.039826e+00;1.051436e+01;8.287148e+00;8.318493e+00;0;0;0;0;0;0;5.672165e+02;1.578907e+03;-201;1.500367e+03;-201;2.401219e+03;-201
'P0040_0093';0.080000;8.876597e-03;-4.368595e+00;1.190544e+01;1.724266e-02;3.039788e-02;3.080808e-04;2.348564e+00;8.891618e+00;7.257131e+00;4.144371e+00;0;0;0;0;0;0;8.279697e+02;1.320465e+03;-201;1.724410e+03;-201;2.587596e+03;-201
'P0040_0093';0.090000;9.030747e-03;-4.023073e+00;1.143257e+01;1.628224e-02;3.150247e-02;2.762034e-04;2.526695e+00;8.880036e+00;9.349992e+00;8.575118e+00;0;0;0;0;0;0;9.733267e+02;1.272800e+03;-201;1.607446e+03;-201;2.532045e+03;-201
